accession,Tm,ogt
F8VQZ7,59.170981511027115,37.0
F8VR32,51.35006945607474,37.0
F8VVA7,51.1268145491139,37.0
F8VVS7,46.55752264999453,37.0
F8VWL3,50.160869889491,37.0
F8VWT9,49.28374602946456,37.0
F8VWW7,53.77181030570298,37.0
F8VX10,47.59413793410463,37.0
F8VXC8,46.768432622410934,37.0
F8VXU5,55.16753437575139,37.0
F8VYC4,45.80052742201381,37.0
F8VYN9,51.396701859287866,37.0
F8VZG9,49.72094912158257,37.0
F8VZY9,56.28954879678801,37.0
F8W0Q9,55.70007989880196,37.0
F8W130,51.57756409991401,37.0
F8W1W9,53.42128419629746,37.0
F8W6H6,52.35950951798615,37.0
F8W6L3,51.43411840731083,37.0
F8W703,56.94663521699469,37.0
F8W727,55.45264685765713,37.0
F8W7A7,49.2018098624492,37.0
F8W7C6,55.53966412446859,37.0
F8W7T1,47.72486157603486,37.0
F8W7U8,53.19542354655033,37.0
F8W8B0,52.2734437034737,37.0
F8W8D3,48.88214424483823,37.0
F8W8I8,55.29403623657843,37.0
F8W8R6,48.579050080546835,37.0
F8W930,48.46035289453438,37.0
F8W950,48.0874618382356,37.0
F8WA39,50.44060878468959,37.0
F8WAZ6,52.295485769877146,37.0
F8WBU2,53.342646660794564,37.0
F8WC71,50.57862341442046,37.0
F8WCA0,53.33037045148695,37.0
F8WCA4,55.51808305961703,37.0
F8WCC0,50.3092111020999,37.0
F8WCF4,50.70963739943074,37.0
F8WCF6,56.0901903790249,37.0
F8WDR5,48.205715157782656,37.0
F8WEC0,49.47032143069855,37.0
G3V119,46.84340213400409,37.0
G3V126,51.692129194827054,37.0
G3V136,53.133505009963,37.0
G3V180,51.11448631171569,37.0
G3V1A6,47.35090736498456,37.0
G3V1L9,50.068503545320134,37.0
G3V1N2,51.78964187449137,37.0
G3V1Q4,54.08740687282341,37.0
G3V1V0,50.66413376260774,37.0
G3V2F7,55.008006479278514,37.0
G3V2U7,53.68266522900139,37.0
G3V325,44.44476818913974,37.0
G3V3A4,52.99794911169886,37.0
G3V3G9,51.57820845098815,37.0
G3V434,54.56707299702844,37.0
G3V483,53.87733876928195,37.0
G3V4F0,54.41712557833668,37.0
G3V4K3,48.904878977939894,37.0
G3V4T2,50.8533481111117,37.0
G3V4T6,54.56853758719648,37.0
G3V526,52.995412068756956,37.0
G3V578,53.49193883785946,37.0
G3V5I3,50.33768466082994,37.0
G3V5N4,53.71127024388632,37.0
G3V5N8,50.489990737562096,37.0
G3V5R9,51.67881010204205,37.0
G3V5T9,52.843251656135436,37.0
G3XAA4,50.51057790637592,37.0
G3XAH0,54.28400291452711,37.0
G3XAI2,53.657230409393385,37.0
G5E948,50.618298694625075,37.0
G5E971,54.09060064113171,37.0
G5E972,55.11134439354714,37.0
G5E975,45.89846779393601,37.0
G5E9A6,44.211577531352255,37.0
G5E9I4,48.62432166406296,37.0
G5E9P3,45.86885861532241,37.0
G5E9V6,51.14179209377196,37.0
G5E9W9,54.8574709086517,37.0
G5EA09,51.90789256328455,37.0
G5EA30,47.41122021229178,37.0
G5EA36,51.13568310801719,37.0
G8JLB6,47.56697964544339,37.0
H0Y2M6,53.948438444420965,37.0
H0YKD8,55.65272112652353,37.0
H0YL70,52.835879055331304,37.0
H0YLI7,49.68016409033337,37.0
H0YM15,50.35224693200272,37.0
H0YMC0,53.351824344877485,37.0
H0YMV8,54.78245420648089,37.0
H3BLT4,54.680616867449984,37.0
H3BLZ8,50.49013226358051,37.0
H3BM74,46.3533404252665,37.0
H3BMF4,54.64776748363311,37.0
H3BN30,53.76182271960639,37.0
H3BND4,47.45767939794471,37.0
H3BNU0,55.70781632717228,37.0
H3BP13,49.80957850130152,37.0
H3BP20,55.46253436575695,37.0
H3BPE7,53.423724503626694,37.0
H3BPK2,58.11871475522253,37.0
H3BQK0,49.30806603169832,37.0
H3BQK9,48.84268515946643,37.0
H3BRJ5,48.999254021308346,37.0
H3BS01,50.462406951019425,37.0
H3BS19,50.00186168655434,37.0
H3BS72,53.83377178867318,37.0
H3BST1,53.778661527381985,37.0
H3BSW6,51.34462619843664,37.0
H3BTB6,53.459897424521245,37.0
H3BU86,51.25680177897638,37.0
H3BUF6,53.485348326490126,37.0
H3BVG0,48.52078057576088,37.0
H3BVI4,52.68088573080714,37.0
H7BXH9,54.52218430415041,37.0
H7BXI7,54.27297381050537,37.0
H7BY58,53.024548922361255,37.0
H7BY64,51.76242615164447,37.0
H7BYJ1,49.729352093719456,37.0
H7BYT1,51.73201810616232,37.0
H7BYZ3,53.481089826500046,37.0
H7BZ08,53.07221378995608,37.0
H7C2I1,52.72028515483724,37.0
H7C2Q8,52.5597057070721,37.0
H8Y6P7,51.08704478083677,37.0
H9KV28,48.34483208795835,37.0
H9KV53,51.93561222427706,37.0
H9KV75,60.59457573312626,37.0
H9KV90,50.9879452786433,37.0
H9KVB4,52.25030216528434,37.0
I1E4Y6,48.584939262334466,37.0
I3L0E3,47.908061331168525,37.0
I3L2B0,48.69809545670894,37.0
I3L2J0,51.62081126830582,37.0
I3L3H0,51.74061371336539,37.0
I3L3R5,62.69837247703031,37.0
I3L448,51.77277774624293,37.0
I3L4C2,50.346041736500425,37.0
I3L504,49.95709085958882,37.0
I3NI25,53.16671625224495,37.0
I6L8A6,50.87293177587298,37.0
J3KMZ8,48.564633659334405,37.0
J3KN10,48.311168278829086,37.0
J3KN16,48.463793027837724,37.0
J3KN32,47.67748406675861,37.0
J3KN36,52.35015110976022,37.0
J3KN59,50.9948201140167,37.0
J3KN66,57.56864917522688,37.0
J3KND1,49.15211192837402,37.0
J3KNE0,45.49968707076768,37.0
J3KNE7,56.39073259613694,37.0
J3KNF4,51.734527268392895,37.0
J3KNF5,50.92468926441216,37.0
J3KNI1,46.8125807388791,37.0
J3KNL6,49.54525632007547,37.0
J3KNN3,50.68989585432854,37.0
J3KNR0,48.5557416089689,37.0
J3KNW4,52.062345954336095,37.0
J3KNW7,45.69866167911419,37.0
J3KNZ9,47.514626471798195,37.0
J3KP02,52.74999269129142,37.0
J3KPD3,47.9111768514406,37.0
J3KPF5,53.688841883272396,37.0
J3KPH8,51.93459164196645,37.0
J3KPP4,51.15245400192191,37.0
J3KPQ4,54.80821117480056,37.0
J3KPS0,52.37899317707147,37.0
J3KPZ4,44.80464910055912,37.0
J3KQ26,44.09595353569522,37.0
J3KQ32,51.70258533287636,37.0
J3KQ48,54.5590823487268,37.0
J3KQ70,49.862897578882006,37.0
J3KQJ1,49.97876817707849,37.0
J3KQL8,50.394137132621104,37.0
J3KQN4,55.810819195055196,37.0
J3KQS6,52.91522912829663,37.0
J3KQV8,50.69384341888054,37.0
J3KQY1,50.41450682215926,37.0
J3KR44,51.97580171742338,37.0
J3KR72,46.06953864203906,37.0
J3KR97,50.214543099162974,37.0
J3KS23,49.86815263194145,37.0
J3KS54,47.78746288054673,37.0
J3KT72,44.94135091708573,37.0
J3KTA1,51.652463753467046,37.0
J3KTA2,68.07728959919793,37.0
J3KTA4,48.714852674268876,37.0
J3KTH2,48.69587858542509,37.0
J3KTI2,51.2526515466975,37.0
J3KTL2,52.43708534887282,37.0
J3QK89,49.23161762968999,37.0
J3QKK3,51.534540502302356,37.0
J3QL71,52.08144378518144,37.0
J3QLS3,49.04973888108036,37.0
J3QQX2,51.87928170129989,37.0
J3QQX3,51.43224338292978,37.0
J3QR07,50.75778917382599,37.0
J3QRS3,51.92073887851116,37.0
J3QRU1,49.61459201057153,37.0
J3QS41,54.97231802933616,37.0
J3QSW6,53.01277356358148,37.0
J3QT29,54.95330015232327,37.0
J3QTA2,53.954209582337434,37.0
J3QTJ6,53.93857049907917,37.0
J9JIC5,52.05184552107263,37.0
J9JID7,53.47080553660512,37.0
K4DI93,55.5017898438354,37.0
K4DI94,47.37637726727108,37.0
K4DI95,51.118846089752594,37.0
K4DI96,54.41826612928949,37.0
K7EIG1,48.81495520571306,37.0
K7EIW9,52.17079649061619,37.0
K7EJ78,55.69139388351423,37.0
K7EJB5,53.81201021534306,37.0
K7EK53,55.31051387061808,37.0
K7EKE6,55.67463852347806,37.0
K7EL21,53.258916813963054,37.0
K7ELC2,55.08181641364806,37.0
K7ELG9,51.724379164455776,37.0
K7ELL7,53.84426786732827,37.0
K7EM18,57.95257741744858,37.0
K7EM85,50.24764544239587,37.0
K7EMV4,56.28319021559967,37.0
K7EN88,54.64614646232719,37.0
K7ENF0,53.953645983338085,37.0
K7EPW6,48.869578473812254,37.0
K7EQK9,55.1695766322036,37.0
K7EQU6,54.696403045403656,37.0
K7ER00,50.06281322989957,37.0
K7ERG6,47.82515117634591,37.0
K7ERI7,53.865799558842625,37.0
K7ERV3,55.46618599197582,37.0
M0QZ12,51.492977363952306,37.0
M0QZR4,48.34096817966971,37.0
O00115,61.83851302873154,37.0
O00116,52.74233094100922,37.0
O00139,49.34584236296113,37.0
O00148,47.014222241324546,37.0
O00151,56.24108450676287,37.0
O00159,49.05848136895198,37.0
O00160,47.873806149070504,37.0
O00161,57.74834087183405,37.0
O00165,51.21516201412415,37.0
O00170,48.76833009989541,37.0
O00178,50.713385884691846,37.0
O00186,49.07550855033822,37.0
O00193,58.881708619394,37.0
O00194,57.5796933811874,37.0
O00203,49.49500492436273,37.0
O00214,50.39528469049087,37.0
O00217,51.7879189117029,37.0
O00221,49.7234134063242,37.0
O00231,52.45261388531986,37.0
O00232,51.84584033642549,37.0
O00233,56.3114794661689,37.0
O00244,61.85199512115887,37.0
O00255,46.38762191753783,37.0
O00257,52.85440428051055,37.0
O00264,52.82415021502694,37.0
O00267,49.91584887721061,37.0
O00268,49.2058628704163,37.0
O00273,55.88773382705355,37.0
O00291,50.13649147206664,37.0
O00295,49.931877111796545,37.0
O00299,52.261139425596284,37.0
O00300,51.315342657003505,37.0
O00303,46.76565927565227,37.0
O00308,48.62877054658594,37.0
O00311,45.63603554929019,37.0
O00329,49.35835944512662,37.0
O00330,55.68195888874963,37.0
O00337,45.01319726872454,37.0
O00358,45.35745286815175,37.0
O00399,54.026777725976444,37.0
O00401,51.11673888892537,37.0
O00410,52.43196729518114,37.0
O00411,46.51237405036377,37.0
O00418,44.94550340267811,37.0
O00422,48.67030592238539,37.0
O00425,48.034922070806715,37.0
O00429,50.80466148933855,37.0
O00442,53.836742250222144,37.0
O00443,49.39376951929858,37.0
O00444,51.80754706496792,37.0
O00458,56.44695017597615,37.0
O00459,48.28395824765792,37.0
O00462,56.712688842560766,37.0
O00463,47.08226138695414,37.0
O00468,51.68103415936528,37.0
O00469,50.26999844449767,37.0
O00471,47.5904041260038,37.0
O00479,52.748900687744424,37.0
O00487,52.819377519660094,37.0
O00488,56.09821575694705,37.0
O00499,52.11978099054883,37.0
O00505,50.40203709977227,37.0
O00506,50.191020813460305,37.0
O00512,54.36829298325231,37.0
O00522,48.58963223489879,37.0
O00534,50.90324382466167,37.0
O00541,45.48123072186106,37.0
O00560,51.629781699327765,37.0
O00566,51.54470567968538,37.0
O00567,52.337966407667246,37.0
O00570,52.11523277604265,37.0
O00571,46.90187911462238,37.0
O00584,57.01484710020778,37.0
O00625,50.913736306513776,37.0
O00628,54.93843453870183,37.0
O00629,52.81358690537783,37.0
O00635,47.47869420986436,37.0
O00716,51.004054828915805,37.0
O00743,56.696327266233446,37.0
O00748,52.150104545398335,37.0
O00754,62.65221459954051,37.0
O00763,49.115545423295856,37.0
O00764,57.692799068405314,37.0
O00767,49.927013158678506,37.0
O14497,47.13839379489651,37.0
O14508,53.72341065139792,37.0
O14514,47.772769599592124,37.0
O14519,49.201953901897014,37.0
O14522,50.8993761983877,37.0
O14523,52.61486086550617,37.0
O14526,48.00575373875418,37.0
O14530,52.72860533245597,37.0
O14545,55.1977510616951,37.0
O14562,51.680244675615846,37.0
O14578,49.72286677742044,37.0
O14579,51.17147117305924,37.0
O14581,51.60251515964262,37.0
O14593,52.49458221499231,37.0
O14595,57.242389574959375,37.0
O14617,49.430938417541455,37.0
O14618,51.5029604796643,37.0
O14640,46.95168122585774,37.0
O14641,45.86916953129179,37.0
O14646,45.281742026156444,37.0
O14654,52.79288332114922,37.0
O14656,57.35732981197648,37.0
O14657,49.936416119348124,37.0
O14681,51.96342677970397,37.0
O14686,49.13315065428712,37.0
O14713,49.61783510152421,37.0
O14715,45.26893716831987,37.0
O14717,45.535048568654716,37.0
O14727,49.33279270439459,37.0
O14730,54.02356504675009,37.0
O14733,49.453153635709704,37.0
O14734,61.66128754883073,37.0
O14737,59.69011524998661,37.0
O14744,55.21216988768129,37.0
O14745,58.50196977128631,37.0
O14757,51.25768819606412,37.0
O14763,54.38893554445144,37.0
O14770,49.12025402728652,37.0
O14772,53.01877413051983,37.0
O14773,52.48268219153806,37.0
O14776,47.96303311891097,37.0
O14777,44.966666171426674,37.0
O14787,47.280443343008216,37.0
O14795,46.85949980924944,37.0
O14802,47.29991107231571,37.0
O14815,50.096806460753655,37.0
O14828,52.80584470164428,37.0
O14841,52.16238605703792,37.0
O14867,55.1545651010436,37.0
O14874,53.25017426327828,37.0
O14893,48.29692247546483,37.0
O14907,45.93656821646224,37.0
O14908,47.96773015401718,37.0
O14910,54.954148087197545,37.0
O14920,46.71263898766803,37.0
O14929,49.81256878105799,37.0
O14933,49.242787261865935,37.0
O14964,50.826263559446204,37.0
O14965,50.67016593308002,37.0
O14972,49.72190135175629,37.0
O14974,49.10722553131654,37.0
O14976,48.42703772343572,37.0
O14979,51.95099455229254,37.0
O14980,48.67008556343515,37.0
O14981,49.2050450053537,37.0
O15013,46.85491870592835,37.0
O15014,48.18812204507189,37.0
O15015,54.53235129529992,37.0
O15020,46.4810202638942,37.0
O15027,48.25995403567523,37.0
O15031,50.74390238686996,37.0
