accession,Tm,ogt,species
A0A0A0MQ98,49.76438045642743,37.0,Mus musculus
A0A0A0MQ99,50.57829763391197,37.0,Mus musculus
A0A0A0MQA5,48.04363723029349,37.0,Mus musculus
A0A0A0MQD4,49.73724083070408,37.0,Mus musculus
A0A0A0MQE5,47.45442816392913,37.0,Mus musculus
A0A0A0MQF5,44.172084193622155,37.0,Mus musculus
A0A0A0MQM0,49.29544447316628,37.0,Mus musculus
A0A0A0MQM6,49.32845214915578,37.0,Mus musculus
A0A0A0MQN4,46.00010238620921,37.0,Mus musculus
A0A0A6YVR9,51.574467995596414,37.0,Mus musculus
A0A0A6YVS2,51.85385898323534,37.0,Mus musculus
A0A0A6YVU8,45.360716732446974,37.0,Mus musculus
A0A0A6YW28,43.377501616622176,37.0,Mus musculus
A0A0A6YW87,53.004740495613945,37.0,Mus musculus
A0A0A6YWA7,48.94230999986113,37.0,Mus musculus
A0A0A6YWB0,49.26914650166254,37.0,Mus musculus
A0A0A6YWG7,48.855532594106386,37.0,Mus musculus
A0A0A6YWP2,42.205129762799984,37.0,Mus musculus
A0A0A6YWT5,45.790490164720765,37.0,Mus musculus
A0A0A6YX18,53.00507816255495,37.0,Mus musculus
A0A0A6YX21,52.124981550167234,37.0,Mus musculus
A0A0A6YX25,43.25609955482939,37.0,Mus musculus
A0A0A6YX40,52.24260268992551,37.0,Mus musculus
A0A0A6YX73,46.09909874675953,37.0,Mus musculus
A0A0A6YXG1,50.8545285544975,37.0,Mus musculus
A0A0A6YXL6,47.43468502417294,37.0,Mus musculus
A0A0A6YXM5,50.02393127788592,37.0,Mus musculus
A0A0A6YY22,49.218123015140115,37.0,Mus musculus
A0A0A6YY64,49.51107520443638,37.0,Mus musculus
A0A0A6YY67,50.726246326083825,37.0,Mus musculus
A0A0B4J1E6,55.342492794894326,37.0,Mus musculus
A0A0B4J1G0,52.500982547922014,37.0,Mus musculus
A0A0B4J1K8,47.943068170963,37.0,Mus musculus
A0A0D2X7Z2,48.60382025919712,37.0,Mus musculus
A0A0F6AIX5,44.42423355655009,37.0,Mus musculus
A0A0G2JDF7,40.89143554304044,37.0,Mus musculus
A0A0G2JDH8,47.129913906572064,37.0,Mus musculus
A0A0G2JDQ1,50.71698210758349,37.0,Mus musculus
A0A0G2JDS8,47.9116194941183,37.0,Mus musculus
A0A0G2JDW7,47.41574509621201,37.0,Mus musculus
A0A0G2JE03,52.17580217485914,37.0,Mus musculus
A0A0G2JE93,51.34182159180504,37.0,Mus musculus
A0A0G2JE97,50.77405187624717,37.0,Mus musculus
A0A0G2JEG2,49.76903455868032,37.0,Mus musculus
A0A0G2JEG3,46.82464260461655,37.0,Mus musculus
A0A0G2JEH5,52.21839516655286,37.0,Mus musculus
A0A0G2JEK2,55.49306382328833,37.0,Mus musculus
A0A0G2JET2,49.30997533206727,37.0,Mus musculus
A0A0G2JF30,46.33898724192621,37.0,Mus musculus
A0A0G2JF44,48.089181472995634,37.0,Mus musculus
A0A0G2JFB2,47.362794891201226,37.0,Mus musculus
A0A0G2JFC9,49.367545884825745,37.0,Mus musculus
A0A0G2JFF1,50.438946097151174,37.0,Mus musculus
A0A0G2JFF9,50.261879819614606,37.0,Mus musculus
A0A0G2JFJ6,48.5110346930672,37.0,Mus musculus
A0A0G2JFN1,48.92931000714117,37.0,Mus musculus
A0A0G2JFQ4,48.898322517516014,37.0,Mus musculus
A0A0G2JFT8,46.85182165402365,37.0,Mus musculus
A0A0G2JFZ4,49.75710973361461,37.0,Mus musculus
A0A0G2JGD2,55.25025537409785,37.0,Mus musculus
A0A0G2JGL8,48.556590078471146,37.0,Mus musculus
A0A0G2JGP4,46.05298917073708,37.0,Mus musculus
A0A0G2JGX4,54.52622439581316,37.0,Mus musculus
A0A0H2UH13,51.967068837467885,37.0,Mus musculus
A0A0H2UKB8,48.475627914817736,37.0,Mus musculus
A0A0J9YIW4,48.96717655086647,28.0,Danio rerio
A0A0J9YTR2,48.75538555980977,37.0,Mus musculus
A0A0J9YTU3,52.16270885502339,37.0,Mus musculus
A0A0J9YTY0,54.25229450478377,37.0,Mus musculus
A0A0J9YU83,46.678909803974975,37.0,Mus musculus
A0A0J9YU93,53.6040239998631,37.0,Mus musculus
A0A0J9YUM4,50.826002475432844,37.0,Mus musculus
A0A0J9YUN2,51.87231902940063,37.0,Mus musculus
A0A0J9YUT8,46.86961780944321,37.0,Mus musculus
A0A0J9YUZ4,52.617339395530074,37.0,Mus musculus
A0A0J9YV01,46.67317852349456,37.0,Mus musculus
A0A0J9YV20,43.26073971421607,37.0,Mus musculus
A0A0K2H409,70.9444470822111,55.0,Geobacillus stearothermophilus
A0A0K2H416,72.33752351919938,55.0,Geobacillus stearothermophilus
A0A0K2H440,62.186510766189514,55.0,Geobacillus stearothermophilus
A0A0K2H450,66.96958383066884,55.0,Geobacillus stearothermophilus
A0A0K2H482,67.69568512030885,55.0,Geobacillus stearothermophilus
A0A0K2H4B6,67.27792594572763,55.0,Geobacillus stearothermophilus
A0A0K2H4C3,73.11021068154126,55.0,Geobacillus stearothermophilus
A0A0K2H4F8,72.83086401987761,55.0,Geobacillus stearothermophilus
A0A0K2H4H8,72.98434792848822,55.0,Geobacillus stearothermophilus
A0A0K2H4L3,68.3258904546895,55.0,Geobacillus stearothermophilus
A0A0K2H4P8,66.53668212073977,55.0,Geobacillus stearothermophilus
A0A0K2H4Q8,67.47686697612156,55.0,Geobacillus stearothermophilus
A0A0K2H4T3,70.12630443424787,55.0,Geobacillus stearothermophilus
A0A0K2H4T8,62.940607391036366,55.0,Geobacillus stearothermophilus
A0A0K2H4U2,72.5694462423309,55.0,Geobacillus stearothermophilus
A0A0K2H4U6,73.8310638783089,55.0,Geobacillus stearothermophilus
A0A0K2H4V9,69.28189894320158,55.0,Geobacillus stearothermophilus
A0A0K2H4W0,70.86741930189272,55.0,Geobacillus stearothermophilus
A0A0K2H4W1,79.30305428026281,55.0,Geobacillus stearothermophilus
A0A0K2H4W4,61.62381870453865,55.0,Geobacillus stearothermophilus
A0A0K2H4W7,64.40309413139441,55.0,Geobacillus stearothermophilus
A0A0K2H4W9,60.9747708696796,55.0,Geobacillus stearothermophilus
A0A0K2H4X4,65.22547393433307,55.0,Geobacillus stearothermophilus
A0A0K2H4Y0,72.37019108701067,55.0,Geobacillus stearothermophilus
A0A0K2H4Y3,71.6298277556996,55.0,Geobacillus stearothermophilus
A0A0K2H4Y7,68.44925095711922,55.0,Geobacillus stearothermophilus
A0A0K2H4Y8,73.88193630943222,55.0,Geobacillus stearothermophilus
A0A0K2H4Z0,68.59492676271422,55.0,Geobacillus stearothermophilus
A0A0K2H4Z5,73.41679003550608,55.0,Geobacillus stearothermophilus
A0A0K2H4Z9,62.189521498181726,55.0,Geobacillus stearothermophilus
A0A0K2H509,70.36857115563474,55.0,Geobacillus stearothermophilus
A0A0K2H511,67.23796446530382,55.0,Geobacillus stearothermophilus
A0A0K2H513,71.57506640695031,55.0,Geobacillus stearothermophilus
A0A0K2H514,62.07652014734977,55.0,Geobacillus stearothermophilus
A0A0K2H519,63.46473913420388,55.0,Geobacillus stearothermophilus
A0A0K2H521,75.98818557679499,55.0,Geobacillus stearothermophilus
A0A0K2H523,80.03094664595886,55.0,Geobacillus stearothermophilus
A0A0K2H524,79.63069907061288,55.0,Geobacillus stearothermophilus
A0A0K2H533,66.50402197447416,55.0,Geobacillus stearothermophilus
A0A0K2H535,61.1355867207714,55.0,Geobacillus stearothermophilus
A0A0K2H545,70.54255461064774,55.0,Geobacillus stearothermophilus
A0A0K2H551,75.75818447445529,55.0,Geobacillus stearothermophilus
A0A0K2H554,71.7702216068006,55.0,Geobacillus stearothermophilus
A0A0K2H563,75.0823807480025,55.0,Geobacillus stearothermophilus
A0A0K2H564,68.75020357248734,55.0,Geobacillus stearothermophilus
A0A0K2H568,68.71533879498138,55.0,Geobacillus stearothermophilus
A0A0K2H569,64.66991616356847,55.0,Geobacillus stearothermophilus
A0A0K2H570,71.58052830989516,55.0,Geobacillus stearothermophilus
A0A0K2H574,76.78286178294206,55.0,Geobacillus stearothermophilus
A0A0K2H576,66.09275831887402,55.0,Geobacillus stearothermophilus
A0A0K2H577,63.54610787962402,55.0,Geobacillus stearothermophilus
A0A0K2H582,67.11276113070645,55.0,Geobacillus stearothermophilus
A0A0K2H586,65.81802321185215,55.0,Geobacillus stearothermophilus
A0A0K2H594,67.33990121945551,55.0,Geobacillus stearothermophilus
A0A0K2H597,71.85933572653316,55.0,Geobacillus stearothermophilus
A0A0K2H598,71.20499803205678,55.0,Geobacillus stearothermophilus
A0A0K2H599,70.66017777197649,55.0,Geobacillus stearothermophilus
A0A0K2H5A0,65.22259274772706,55.0,Geobacillus stearothermophilus
A0A0K2H5A1,70.32020275764472,55.0,Geobacillus stearothermophilus
A0A0K2H5A2,68.24083019580446,55.0,Geobacillus stearothermophilus
A0A0K2H5A5,72.72594570351984,55.0,Geobacillus stearothermophilus
A0A0K2H5A6,60.968826697050915,55.0,Geobacillus stearothermophilus
A0A0K2H5A7,68.92624654846067,55.0,Geobacillus stearothermophilus
A0A0K2H5B2,73.58057415956911,55.0,Geobacillus stearothermophilus
A0A0K2H5B7,71.33089690934963,55.0,Geobacillus stearothermophilus
A0A0K2H5C2,71.24885168834687,55.0,Geobacillus stearothermophilus
A0A0K2H5C3,71.62865793880314,55.0,Geobacillus stearothermophilus
A0A0K2H5D0,66.37643852131534,55.0,Geobacillus stearothermophilus
A0A0K2H5D4,69.53904065462453,55.0,Geobacillus stearothermophilus
A0A0K2H5D5,68.41413644740652,55.0,Geobacillus stearothermophilus
A0A0K2H5D6,63.24843453366598,55.0,Geobacillus stearothermophilus
A0A0K2H5D8,67.53644491335194,55.0,Geobacillus stearothermophilus
A0A0K2H5D9,69.31705407439321,55.0,Geobacillus stearothermophilus
A0A0K2H5E0,70.21836222127463,55.0,Geobacillus stearothermophilus
A0A0K2H5E3,70.1186985669098,55.0,Geobacillus stearothermophilus
A0A0K2H5E7,65.55464270690844,55.0,Geobacillus stearothermophilus
A0A0K2H5F1,63.00793335625736,55.0,Geobacillus stearothermophilus
A0A0K2H5F5,68.30111756731634,55.0,Geobacillus stearothermophilus
A0A0K2H5F7,67.90858592644078,55.0,Geobacillus stearothermophilus
A0A0K2H5F8,67.84903811865493,55.0,Geobacillus stearothermophilus
A0A0K2H5G3,74.4750911959416,55.0,Geobacillus stearothermophilus
A0A0K2H5G4,74.41350095745075,55.0,Geobacillus stearothermophilus
A0A0K2H5G9,59.19711874951301,55.0,Geobacillus stearothermophilus
A0A0K2H5H0,62.43674196555025,55.0,Geobacillus stearothermophilus
A0A0K2H5H5,82.62399116473452,55.0,Geobacillus stearothermophilus
A0A0K2H5H6,60.46885318094733,55.0,Geobacillus stearothermophilus
A0A0K2H5I0,67.87837177692758,55.0,Geobacillus stearothermophilus
A0A0K2H5J1,60.067144954812576,55.0,Geobacillus stearothermophilus
A0A0K2H5J7,68.39661166921259,55.0,Geobacillus stearothermophilus
A0A0K2H5J8,70.81646359340071,55.0,Geobacillus stearothermophilus
A0A0K2H5K6,70.69646972065362,55.0,Geobacillus stearothermophilus
A0A0K2H5L1,71.4719240683731,55.0,Geobacillus stearothermophilus
A0A0K2H5L4,67.76646460271806,55.0,Geobacillus stearothermophilus
A0A0K2H5L8,72.45324499874548,55.0,Geobacillus stearothermophilus
A0A0K2H5M1,70.40379120131391,55.0,Geobacillus stearothermophilus
A0A0K2H5N5,64.12851337360082,55.0,Geobacillus stearothermophilus
A0A0K2H5Q4,69.89345176719485,55.0,Geobacillus stearothermophilus
A0A0K2H5Q6,71.07709911125144,55.0,Geobacillus stearothermophilus
A0A0K2H5Q9,63.38521786694858,55.0,Geobacillus stearothermophilus
A0A0K2H5R2,76.84844069588073,55.0,Geobacillus stearothermophilus
A0A0K2H5S5,67.53977950630045,55.0,Geobacillus stearothermophilus
A0A0K2H5S9,64.46260317820861,55.0,Geobacillus stearothermophilus
A0A0K2H5T6,70.21704702375094,55.0,Geobacillus stearothermophilus
A0A0K2H5U1,64.09198334824714,55.0,Geobacillus stearothermophilus
A0A0K2H5U3,77.96521205872176,55.0,Geobacillus stearothermophilus
A0A0K2H5U7,65.82779878949525,55.0,Geobacillus stearothermophilus
A0A0K2H5U8,58.81050912037275,55.0,Geobacillus stearothermophilus
A0A0K2H5U9,66.75098401590522,55.0,Geobacillus stearothermophilus
A0A0K2H5V1,60.941421387671234,55.0,Geobacillus stearothermophilus
A0A0K2H5V8,73.44329207422265,55.0,Geobacillus stearothermophilus
A0A0K2H5W4,75.23609994202245,55.0,Geobacillus stearothermophilus
A0A0K2H5W8,63.58210690687933,55.0,Geobacillus stearothermophilus
A0A0K2H5X0,68.08275248566454,55.0,Geobacillus stearothermophilus
A0A0K2H5X4,66.63016475225297,55.0,Geobacillus stearothermophilus
A0A0K2H5Y3,71.89945327346996,55.0,Geobacillus stearothermophilus
A0A0K2H5Y7,67.9012736361383,55.0,Geobacillus stearothermophilus
A0A0K2H5Z1,70.92106868574054,55.0,Geobacillus stearothermophilus
A0A0K2H5Z3,61.81675889861713,55.0,Geobacillus stearothermophilus
A0A0K2H5Z5,66.10364325376811,55.0,Geobacillus stearothermophilus
A0A0K2H600,70.70302295555398,55.0,Geobacillus stearothermophilus
A0A0K2H602,73.28986376161261,55.0,Geobacillus stearothermophilus
A0A0K2H606,73.02282535108675,55.0,Geobacillus stearothermophilus
A0A0K2H612,66.58158674471784,55.0,Geobacillus stearothermophilus
A0A0K2H619,71.185598265383,55.0,Geobacillus stearothermophilus
A0A0K2H622,67.51215146453292,55.0,Geobacillus stearothermophilus
A0A0K2H626,65.34162887495242,55.0,Geobacillus stearothermophilus
A0A0K2H628,71.16149766552141,55.0,Geobacillus stearothermophilus
A0A0K2H634,71.91064157021187,55.0,Geobacillus stearothermophilus
A0A0K2H640,63.56644853140327,55.0,Geobacillus stearothermophilus
A0A0K2H642,72.36794887124172,55.0,Geobacillus stearothermophilus
A0A0K2H643,63.93049390219749,55.0,Geobacillus stearothermophilus
A0A0K2H646,70.13212541082473,55.0,Geobacillus stearothermophilus
A0A0K2H648,74.17219366192242,55.0,Geobacillus stearothermophilus
A0A0K2H655,69.71516731954063,55.0,Geobacillus stearothermophilus
A0A0K2H657,74.31023000541036,55.0,Geobacillus stearothermophilus
A0A0K2H658,69.01874844641807,55.0,Geobacillus stearothermophilus
A0A0K2H660,73.61143618879974,55.0,Geobacillus stearothermophilus
A0A0K2H662,66.22050604492445,55.0,Geobacillus stearothermophilus
A0A0K2H663,70.16676129886064,55.0,Geobacillus stearothermophilus
A0A0K2H666,59.6354591288405,55.0,Geobacillus stearothermophilus
A0A0K2H673,73.95319045261537,55.0,Geobacillus stearothermophilus
A0A0K2H675,66.98928706365996,55.0,Geobacillus stearothermophilus
A0A0K2H676,65.87910970941921,55.0,Geobacillus stearothermophilus
A0A0K2H677,62.35576435234874,55.0,Geobacillus stearothermophilus
A0A0K2H682,67.47013126032188,55.0,Geobacillus stearothermophilus
A0A0K2H684,68.69251422084223,55.0,Geobacillus stearothermophilus
A0A0K2H692,74.9690828256524,55.0,Geobacillus stearothermophilus
A0A0K2H695,69.97277255838652,55.0,Geobacillus stearothermophilus
A0A0K2H697,73.35245838138313,55.0,Geobacillus stearothermophilus
A0A0K2H698,76.3337014757985,55.0,Geobacillus stearothermophilus
A0A0K2H699,62.673394047940924,55.0,Geobacillus stearothermophilus
A0A0K2H6A3,73.66597125007995,55.0,Geobacillus stearothermophilus
A0A0K2H6A9,63.58849742631911,55.0,Geobacillus stearothermophilus
A0A0K2H6B0,66.19718727304668,55.0,Geobacillus stearothermophilus
A0A0K2H6C1,72.709954006637,55.0,Geobacillus stearothermophilus
A0A0K2H6C7,66.76598872647197,55.0,Geobacillus stearothermophilus
A0A0K2H6C8,72.87555351527142,55.0,Geobacillus stearothermophilus
A0A0K2H6D0,78.04134509872762,55.0,Geobacillus stearothermophilus
A0A0K2H6D1,69.18717785687286,55.0,Geobacillus stearothermophilus
A0A0K2H6E7,76.4996846430242,55.0,Geobacillus stearothermophilus
A0A0K2H6E8,76.66498282399083,55.0,Geobacillus stearothermophilus
A0A0K2H6F0,70.43225294933323,55.0,Geobacillus stearothermophilus
A0A0K2H6F2,72.34379829533833,55.0,Geobacillus stearothermophilus
A0A0K2H6F4,69.82152052994934,55.0,Geobacillus stearothermophilus
A0A0K2H6G6,72.54984208280698,55.0,Geobacillus stearothermophilus
A0A0K2H6G7,69.8329684558914,55.0,Geobacillus stearothermophilus
A0A0K2H6G8,72.23184016977375,55.0,Geobacillus stearothermophilus
A0A0K2H6H0,71.41789997279668,55.0,Geobacillus stearothermophilus
A0A0K2H6H1,79.10368437549997,55.0,Geobacillus stearothermophilus
A0A0K2H6H6,76.77310798933294,55.0,Geobacillus stearothermophilus
A0A0K2H6H7,66.15202581105015,55.0,Geobacillus stearothermophilus
A0A0K2H6I5,71.73840907269363,55.0,Geobacillus stearothermophilus
A0A0K2H6I6,70.96585284256108,55.0,Geobacillus stearothermophilus
A0A0K2H6I9,71.33165249724068,55.0,Geobacillus stearothermophilus
A0A0K2H6J0,74.4529106956509,55.0,Geobacillus stearothermophilus
A0A0K2H6K2,72.37652265321545,55.0,Geobacillus stearothermophilus
A0A0K2H6K6,70.36172170187292,55.0,Geobacillus stearothermophilus
A0A0K2H6L2,65.92984179799937,55.0,Geobacillus stearothermophilus
A0A0K2H6L3,64.02226537461573,55.0,Geobacillus stearothermophilus
A0A0K2H6L9,67.15353661757914,55.0,Geobacillus stearothermophilus
A0A0K2H6M0,76.98855429993095,55.0,Geobacillus stearothermophilus
A0A0K2H6M2,74.90067163880717,55.0,Geobacillus stearothermophilus
A0A0K2H6M4,76.46865530512368,55.0,Geobacillus stearothermophilus
A0A0K2H6M6,61.80986135229239,55.0,Geobacillus stearothermophilus
A0A0K2H6N0,67.00634728665001,55.0,Geobacillus stearothermophilus
A0A0K2H6N6,71.64902786280467,55.0,Geobacillus stearothermophilus
A0A0K2H6P1,67.56742934222443,55.0,Geobacillus stearothermophilus
A0A0K2H6P2,60.92819268867347,55.0,Geobacillus stearothermophilus
A0A0K2H6Q0,64.47580739335804,55.0,Geobacillus stearothermophilus
A0A0K2H6Q4,65.18588190137707,55.0,Geobacillus stearothermophilus
A0A0K2H6Q6,66.0054166002129,55.0,Geobacillus stearothermophilus
A0A0K2H6Q8,66.00540565998661,55.0,Geobacillus stearothermophilus
A0A0K2H6S1,74.02663414612711,55.0,Geobacillus stearothermophilus
A0A0K2H6S9,66.62935801706382,55.0,Geobacillus stearothermophilus
A0A0K2H6T3,67.5018316865918,55.0,Geobacillus stearothermophilus
A0A0K2H6U0,67.51285956137629,55.0,Geobacillus stearothermophilus
A0A0K2H6U1,61.726288297600355,55.0,Geobacillus stearothermophilus
A0A0K2H6U5,68.60262391531288,55.0,Geobacillus stearothermophilus
A0A0K2H6U9,82.70171720380023,55.0,Geobacillus stearothermophilus
A0A0K2H6V0,69.18309335740207,55.0,Geobacillus stearothermophilus
A0A0K2H6V5,69.25490384021445,55.0,Geobacillus stearothermophilus
A0A0K2H6W1,71.63012555913568,55.0,Geobacillus stearothermophilus
A0A0K2H6W2,73.14073449196228,55.0,Geobacillus stearothermophilus
A0A0K2H6W3,68.61100627313054,55.0,Geobacillus stearothermophilus
A0A0K2H6W4,70.77254202260178,55.0,Geobacillus stearothermophilus
A0A0K2H6W7,66.22715275081548,55.0,Geobacillus stearothermophilus
A0A0K2H6W9,70.59661293517885,55.0,Geobacillus stearothermophilus
A0A0K2H6Y0,72.45942812882025,55.0,Geobacillus stearothermophilus
A0A0K2H6Z4,69.27010251242706,55.0,Geobacillus stearothermophilus
A0A0K2H6Z6,67.71044284111632,55.0,Geobacillus stearothermophilus
A0A0K2H6Z9,71.75769223114004,55.0,Geobacillus stearothermophilus
A0A0K2H700,75.95673608779643,55.0,Geobacillus stearothermophilus
A0A0K2H708,64.23501154295461,55.0,Geobacillus stearothermophilus
A0A0K2H712,69.81412954776803,55.0,Geobacillus stearothermophilus
A0A0K2H717,70.06347011775112,55.0,Geobacillus stearothermophilus
A0A0K2H734,76.90633520682815,55.0,Geobacillus stearothermophilus
A0A0K2H741,64.0516449685816,55.0,Geobacillus stearothermophilus
A0A0K2H755,63.20851919745044,55.0,Geobacillus stearothermophilus
A0A0K2H756,71.23395236778654,55.0,Geobacillus stearothermophilus
A0A0K2H758,74.21947492122179,55.0,Geobacillus stearothermophilus
A0A0K2H765,64.77633201001073,55.0,Geobacillus stearothermophilus
A0A0K2H766,76.91123047668815,55.0,Geobacillus stearothermophilus
A0A0K2H770,73.65784862190706,55.0,Geobacillus stearothermophilus
A0A0K2H773,69.61610244145162,55.0,Geobacillus stearothermophilus
A0A0K2H775,72.4706318745897,55.0,Geobacillus stearothermophilus
A0A0K2H776,70.34733140717177,55.0,Geobacillus stearothermophilus
A0A0K2H783,63.56541822846356,55.0,Geobacillus stearothermophilus
A0A0K2H785,70.78742704184245,55.0,Geobacillus stearothermophilus
A0A0K2H788,68.26824356305222,55.0,Geobacillus stearothermophilus
A0A0K2H792,63.747750274163344,55.0,Geobacillus stearothermophilus
A0A0K2H797,70.30982706260457,55.0,Geobacillus stearothermophilus
A0A0K2H799,69.08449493110727,55.0,Geobacillus stearothermophilus
A0A0K2H7A3,57.433299699254825,55.0,Geobacillus stearothermophilus
A0A0K2H7A6,69.43525952981241,55.0,Geobacillus stearothermophilus
A0A0K2H7B3,61.788198087530056,55.0,Geobacillus stearothermophilus
A0A0K2H7B6,67.93369276660036,55.0,Geobacillus stearothermophilus
A0A0K2H7C3,66.9878642773638,55.0,Geobacillus stearothermophilus
A0A0K2H7C6,71.65359268381465,55.0,Geobacillus stearothermophilus
A0A0K2H7C8,67.14880783585667,55.0,Geobacillus stearothermophilus
A0A0K2H7D2,75.37752976525739,55.0,Geobacillus stearothermophilus
A0A0K2H7D8,70.31353142817179,55.0,Geobacillus stearothermophilus
A0A0K2H7E9,70.76593256343072,55.0,Geobacillus stearothermophilus
A0A0K2H7F1,64.38469808239536,55.0,Geobacillus stearothermophilus
A0A0K2H7F2,68.09151471004324,55.0,Geobacillus stearothermophilus
A0A0K2H7F7,73.93887268396256,55.0,Geobacillus stearothermophilus
A0A0K2H7F9,71.39636480304347,55.0,Geobacillus stearothermophilus
A0A0K2H7G5,69.00394633898624,55.0,Geobacillus stearothermophilus
A0A0K2H7G7,76.88439543879079,55.0,Geobacillus stearothermophilus
A0A0K2H7H1,72.03875404766023,55.0,Geobacillus stearothermophilus
A0A0K2H7H2,64.68281648954765,55.0,Geobacillus stearothermophilus
A0A0K2H7H4,79.32329185681765,55.0,Geobacillus stearothermophilus
A0A0K2H7H5,72.55768556202456,55.0,Geobacillus stearothermophilus
A0A0K2H7H7,66.90075509615542,55.0,Geobacillus stearothermophilus
A0A0K2H7I3,66.84684278920292,55.0,Geobacillus stearothermophilus
A0A0K2H7I5,66.79024771733587,55.0,Geobacillus stearothermophilus
A0A0K2H7J0,76.19093627006501,55.0,Geobacillus stearothermophilus
A0A0K2H7J6,68.59861474326122,55.0,Geobacillus stearothermophilus
A0A0K2H7J7,71.1309524173709,55.0,Geobacillus stearothermophilus
A0A0K2H7K0,70.94828732728215,55.0,Geobacillus stearothermophilus
A0A0K2H7K4,70.88077283938648,55.0,Geobacillus stearothermophilus
A0A0K2H7K5,67.42853400240386,55.0,Geobacillus stearothermophilus
A0A0K2H7K9,61.68050645927603,55.0,Geobacillus stearothermophilus
A0A0K2H7L7,64.86595952648435,55.0,Geobacillus stearothermophilus
A0A0K2H7L9,64.52598137993745,55.0,Geobacillus stearothermophilus
A0A0K2H7M8,73.65504224541509,55.0,Geobacillus stearothermophilus
A0A0K2H7N8,58.40625346628174,55.0,Geobacillus stearothermophilus
A0A0K2H7P3,63.4632392367768,55.0,Geobacillus stearothermophilus
A0A0K2H7P5,81.32897718609787,55.0,Geobacillus stearothermophilus
A0A0K2H7R0,70.19643809662766,55.0,Geobacillus stearothermophilus
A0A0K2H7R8,63.875244295936355,55.0,Geobacillus stearothermophilus
A0A0K2H7S4,66.03668690663721,55.0,Geobacillus stearothermophilus
A0A0K2H7S5,73.83342110715432,55.0,Geobacillus stearothermophilus
A0A0K2H7U4,61.96454056204037,55.0,Geobacillus stearothermophilus
A0A0K2H7U6,66.32675780476063,55.0,Geobacillus stearothermophilus
A0A0K2H7U8,74.58661796778853,55.0,Geobacillus stearothermophilus
A0A0K2H7V2,68.25539758069085,55.0,Geobacillus stearothermophilus
A0A0K2H7Y2,64.651384826762,55.0,Geobacillus stearothermophilus
A0A0K2H7Z2,74.65794619419289,55.0,Geobacillus stearothermophilus
A0A0K2H805,70.76472706499683,55.0,Geobacillus stearothermophilus
A0A0K2H812,75.20240359608977,55.0,Geobacillus stearothermophilus
A0A0K2H816,71.78817750005271,55.0,Geobacillus stearothermophilus
A0A0K2H820,71.88385677424644,55.0,Geobacillus stearothermophilus
A0A0K2H822,62.84959315163701,55.0,Geobacillus stearothermophilus
A0A0K2H825,75.0893957666838,55.0,Geobacillus stearothermophilus
