Protein,species,asymptote,mid,m,Tm,r2,ogt
O00273,Homo sapiens K562 cells,0.0425172422643683,56.48296622412661,996.4043395014728,56.77252262986446,0.9960001015502375,37
O00291,Homo sapiens K562 cell,0.13249349530149385,50.4525631592911,1315.123255633679,51.05958488408143,0.9994747579849246,37
O00291,Homo sapiens K562 cells,0.0179184642145711,49.138259174548914,1282.019348267662,49.21339806005184,0.9947763795239468,37
O00299,Homo sapiens K562 cell,0.06321998279998056,51.884943468496935,2058.5786669580643,52.06732562906061,0.9994134974886401,37
O00299,Homo sapiens K562 cells,0.0180819998902323,52.39747951873513,2022.0827799203944,52.45495322213195,0.9955077007489588,37
O00311,Homo sapiens K562 cell,0.09605813715782581,48.03459429197485,691.3089958427399,48.76326768780142,0.9931192244197515,37
O00311,Homo sapiens K562 cells,0.0118279000364684,42.45586527321913,931.4512485402574,42.50880341077897,0.9976328922316724,37
O00399,Homo sapiens K562 cell,0.2849579410420286,52.352543353920126,1442.2763505913092,54.00755036819778,0.9949265348513207,37
O00399,Homo sapiens K562 cells,0.0796643288153775,53.60565954987173,1146.976536974783,54.04600508375511,0.9889264646907296,37
O00401,Homo sapiens K562 cell,0.11788563625933234,51.05728953802874,1788.6604196502317,51.468898306905835,0.9984183984931932,37
O00401,Homo sapiens K562 cells,0.0322428364342159,50.661117658124624,1690.8722307962964,50.76457947094491,0.9992042571652604,37
O00410,Homo sapiens K562 cell,0.07368954890186477,52.21637107993349,1572.4387252841427,52.50471569820326,0.9990080362019819,37
O00410,Homo sapiens K562 cells,0.0144949470676403,52.30512514654888,1730.8232234424386,52.35921889215902,0.9970597309857288,37
O00418,Homo sapiens K562 cell,0.05560936621324558,45.543815001427255,850.3251205100005,45.83664641940742,0.9935893091221957,37
O00418,Homo sapiens K562 cells,0.0450429035457099,43.95216138154317,1886.403465421472,44.0543603859488,0.9972273098598704,37
O00425,Homo sapiens K562 cell,0.04689990889730132,47.78294485409203,1347.7617692057186,47.950816189373626,0.9938229328346492,37
O00425,Homo sapiens K562 cells,0.0567016744320971,47.97758926553061,2109.5307697464827,48.11902795223981,0.9655193526534148,37
O00429,Homo sapiens K562 cell,0.05090307273249058,50.5904762402959,1569.7385033908388,50.76959463675987,0.9969945324070788,37
O00429,Homo sapiens K562 cells,0.0213021078278289,50.8081648384557,3005.323376116539,50.83972834191723,0.9994158045537486,37
O00442,Homo sapiens K562 cell,0.18869364902846006,52.58490918161383,1418.689179600808,53.54361123386545,0.9978381530342569,37
O00442,Homo sapiens K562 cells,1.3859490255259893e-21,54.12704972909536,992.680203236137,54.129873266578834,0.9969300462377008,37
O00459,Homo sapiens K562 cell,0.0823560619612257,48.513758666554054,1178.0786417831687,48.87894681176584,0.9974777772400727,37
O00459,Homo sapiens K562 cells,0.0402445367935459,47.54221711949769,1340.382963248972,47.688969683550006,0.9981109262993626,37
O00462,Homo sapiens K562 cell,0.45473941270446283,52.69223305926205,1485.1522867988385,57.649340628971416,0.9950656208813327,37
O00462,Homo sapiens K562 cells,1.0420663395632595e-20,55.77335466207659,739.4272550767926,55.77603705615012,0.976735677474846,37
O00471,Homo sapiens K562 cell,0.07209010627063005,47.882833133636765,1127.298440500168,48.20979768460256,0.9958417155421014,37
O00471,Homo sapiens K562 cells,0.0236498499622496,46.89935740633813,1485.8496185317604,46.97101056740503,0.9978974396548332,37
O00487,Homo sapiens K562 cell,0.08935034892542368,52.39485740571404,1261.1893050124531,52.83116819365655,0.9961713856102402,37
O00487,Homo sapiens K562 cells,3.412895059247912e-13,52.80575362779244,1040.581447252574,52.80758684566364,0.996616526881674,37
O00505,Homo sapiens K562 cell,0.005726763377385267,50.04921090503075,949.5667785081165,50.08188012013742,0.9858986778276767,37
O00505,Homo sapiens K562 cells,4.8276236352889314e-20,50.71925737961318,956.7907424225788,50.72219407940712,0.9888801603955396,37
O00506,Homo sapiens K562 cell,0.09610392842435224,49.78884578376636,1089.0206364321757,50.289442920216004,0.9943873632710448,37
O00506,Homo sapiens K562 cells,0.0100417359432641,50.05030946446007,1304.6568007117644,50.09259870670461,0.983971422571994,37
O00541,Homo sapiens K562 cell,0.06798854742646393,45.80120596132974,871.5619672492595,46.161745285082475,0.9945227015871366,37
O00541,Homo sapiens K562 cells,0.0356915253912564,44.70126728597678,1509.7459556846911,44.800716158639645,0.9986197336042444,37
O00560,Homo sapiens K562 cell,0.2196111320892541,51.1492708836749,1513.6520269243701,52.18495418829304,0.9987616418046539,37
O00560,Homo sapiens K562 cells,0.0388853668726264,50.97242464510138,2179.0206348425154,51.07460921036248,0.999218630201202,37
O00567,Homo sapiens K562 cell,0.25525209813881017,52.22538463812936,2555.1117931688345,52.99933715170537,0.9944366563921941,37
O00567,Homo sapiens K562 cells,5.388819612436349e-13,51.67308891590245,906.036182854746,51.67659566362912,0.9183732286716356,37
O00571,Homo sapiens K562 cell,0.0900850620549917,48.040767288428974,1325.4065448169717,48.402056092765264,0.9958795436722571,37
O00571,Homo sapiens K562 cells,0.0327859278116735,45.30058480388793,1538.5060558454031,45.4017021364795,0.998945221777772,37
O00625,Homo sapiens K562 cell,0.18517303159577964,51.18011615603848,1314.5491243094932,52.128052070437235,0.9964066805576933,37
O00625,Homo sapiens K562 cells,1.1018778203707022e-21,49.69561221978892,623.4664502437696,49.69942054259032,0.9924299697897307,37
O00629,Homo sapiens K562 cell,0.13219962480851952,51.33110338939675,964.9672751949636,52.191364948289234,0.9948009263943909,37
O00629,Homo sapiens K562 cells,1.359357841527669e-19,53.430962710388194,893.0932472873004,53.43580886246642,0.9787628546112808,37
O00635,Homo sapiens K562 cell,0.07829344387105278,48.30162941820572,1473.1061267102289,48.583102717735684,0.9883252322377128,37
O00635,Homo sapiens K562 cells,0.0139363893007567,46.31909542300056,1278.6086644669106,46.37428570199304,0.9932115700531567,37
O00743,Homo sapiens K562 cell,0.43686466474847074,52.001960228656436,1777.7510897325897,55.40948124166499,0.9978664753082578,37
O00743,Homo sapiens K562 cells,5.2098696262971473e-17,57.98296256675069,802.6628764608392,57.9831732908019,0.9833392533937212,37
O00748,Homo sapiens K562 cell,0.22994299342827398,51.395965947786664,1321.0029879355673,52.67677808346261,0.9972897296556525,37
O00748,Homo sapiens K562 cells,0.023032540726716,51.43084714748266,667.2970460122887,51.62343100733406,0.9857492145492844,37
O00764,Homo sapiens K562 cell,0.37526143820779934,53.294530201188294,1541.9968014186434,55.98354506347829,0.9905123622595601,37
O00764,Homo sapiens K562 cells,8.38645989091453e-15,59.39789007319156,643.291473177629,59.40205307333234,0.9312902755613136,37
O14497,Homo sapiens K562 cell,0.08021400907411574,47.42408065961964,847.8806872919002,47.89516895047273,0.9961720347517744,37
O14497,Homo sapiens K562 cells,0.0596087664368718,46.227469623488254,1964.850107597208,46.38161863932029,0.9960044353881796,37
O14508,Homo sapiens K562 cell,0.07140367821528361,52.970915485074734,1620.270849694689,53.24902027350885,0.9975587931531118,37
O14508,Homo sapiens K562 cells,0.0137081057681797,54.13558037124472,1431.206299205967,54.19780102928699,0.993758973824972,37
O14519,Homo sapiens K562 cell,0.16996840911102656,49.1147288170161,628.2417048964428,50.770937532898174,0.9712250685959588,37
O14519,Homo sapiens K562 cells,0.163533585007172,46.53185609532809,806.2691418086791,47.63297027089585,0.938748872271562,37
O14526,Homo sapiens K562 cell,0.08941077789054659,48.2100674188865,1185.447374785905,48.60923640086931,0.9952832708643737,37
O14526,Homo sapiens K562 cells,0.0683452118301434,47.1823387337952,1589.6177139913823,47.40227107663905,0.9960417107539212,37
O14530,Homo sapiens K562 cell,0.11963732615851706,51.975076958993505,1929.043027803947,52.37874618047009,0.9972728491771778,37
O14530,Homo sapiens K562 cells,0.0380991003326865,53.02067652729608,9999.999999999776,53.07846448444185,0.9578018238405004,37
O14545,Homo sapiens K562 cell,0.447500227204547,51.52596541746101,1311.6449980383484,56.57646642810931,0.9967193839887761,37
O14545,Homo sapiens K562 cells,9.719372197498076e-23,53.816443273064976,447.2393852024511,53.81903569528089,0.9927144963119092,37
O14562,Homo sapiens K562 cell,0.10355794416498547,51.34142478450448,1843.1277778594633,51.685286961352425,0.9931607039401723,37
O14562,Homo sapiens K562 cells,0.0172453144992441,51.620867020962464,1809.5409544919285,51.67520238987927,0.9986817386358664,37
O14578,Homo sapiens K562 cell,0.09584704597683323,49.737241505063125,1235.1274254470864,50.17536200349959,0.9993310367230854,37
O14578,Homo sapiens K562 cells,0.0577279204028387,49.11227637690728,2061.350571374665,49.27037155134129,0.9870932597946172,37
O14579,Homo sapiens K562 cell,0.09723329182359339,50.876820998779436,1385.5230957762794,51.29572812261919,0.9994960032051651,37
O14579,Homo sapiens K562 cells,0.0146124353747438,50.98075564373102,1191.38365443915,51.04721422349929,0.9884463054408328,37
O14617,Homo sapiens K562 cell,0.04978089715324624,49.44448414500825,1346.1227953782477,49.64203549651585,0.999651609648006,37
O14617,Homo sapiens K562 cells,0.0231095244375082,49.147341148118514,1806.1844292941944,49.21984133856706,0.9971258112120348,37
O14618,Homo sapiens K562 cell,0.1408261918301754,51.20771986092609,1687.8471517314647,51.73786406419101,0.996756987130974,37
O14618,Homo sapiens K562 cells,0.0252804110060792,51.11403114123969,915.6468336098824,51.2680568951376,0.995536892467912,37
O14646,Homo sapiens K562 cell,0.12839535031848873,45.328464677338815,595.9822721240117,46.385433181347246,0.9934083026653958,37
O14646,Homo sapiens K562 cells,0.0490200820990421,44.09147597218284,4173.573594765251,44.17805087096564,0.9858418571331332,37
O14656,Homo sapiens K562 cell,0.23492339636536536,53.47491669042308,1759.4917486018135,54.55315836689702,0.9900560198950575,37
O14656,Homo sapiens K562 cells,2.078471105039221e-19,60.15818019284236,1397.539987818332,60.16150125705593,0.9913278654757308,37
O14657,Homo sapiens K562 cell,0.08720809179729,50.20266359913054,1256.334082396864,50.5996321084568,0.9994516912741378,37
O14657,Homo sapiens K562 cells,0.0373869786141651,49.08518324759294,1037.8503316429694,49.273200130239445,0.999455421220572,37
O14686,Homo sapiens K562 cell,0.08275879365829358,49.14936597637846,809.5343365812763,49.701930448108946,0.9937208371352678,37
O14686,Homo sapiens K562 cells,0.058322674101282,48.25557002628651,965.4201062018356,48.564370860465296,0.9978119533362054,37
O14727,Homo sapiens K562 cell,0.12533282655260589,50.16868947662322,799.8751027126423,51.097488785695404,0.9936087233246692,37
O14727,Homo sapiens K562 cells,0.0257386423928586,47.476808769086745,1401.3169696172167,47.56809662309378,0.9972070889918406,37
O14730,Homo sapiens K562 cell,0.2188422396286893,51.65260353846047,1305.1112885396624,52.865618531738306,0.990654269803925,37
O14730,Homo sapiens K562 cells,6.408581795754582e-21,55.178115385723686,946.9641866646429,55.18151156176188,0.9946999588371472,37
O14733,Homo sapiens K562 cell,0.08286826490644475,49.45999137240304,1155.3189039247259,49.85035588742356,0.9948021753511951,37
O14733,Homo sapiens K562 cells,0.0145012865101656,48.99343572935031,1170.695290660935,49.05595138399585,0.9973982170666432,37
O14744,Homo sapiens K562 cell,0.09299769750381554,54.307736762006996,1870.828292265348,54.64366645715482,0.9939689349691059,37
O14744,Homo sapiens K562 cells,0.0302659396546998,55.81725867767708,9999.99999790856,55.78067331820776,0.9810111370097936,37
O14757,Homo sapiens K562 cell,0.049740323518206474,50.98854264138619,1155.4508699482333,51.232328777720056,0.9948791233373977,37
O14757,Homo sapiens K562 cells,2.189489521677199e-15,51.27764037046595,1198.5536912331768,51.28304761440818,0.9957527807685076,37
O14772,Homo sapiens K562 cell,0.11645999155109271,52.53273232145901,1749.5502146033464,52.95566353090554,0.9989159924822103,37
O14772,Homo sapiens K562 cells,0.0404873334795079,52.95737462086418,1982.8320846759527,53.08188473013413,0.9903308286595714,37
O14773,Homo sapiens K562 cell,0.18054531844695862,51.75996140753682,1196.9486330428626,52.79225220390555,0.9967508088556972,37
O14773,Homo sapiens K562 cells,4.134933447207209e-18,52.16983993083197,745.8254861832061,52.17311217917057,0.9976611304818096,37
O14776,Homo sapiens K562 cell,0.08435811085037462,47.94586199575409,1301.6152832764649,48.28592402107265,0.9934168094869015,37
O14776,Homo sapiens K562 cells,0.0294005653046957,47.58113493170129,2426.3916804715886,47.64014221674928,0.9984649528916196,37
O14777,Homo sapiens K562 cell,0.033913158721436056,45.48351330368816,830.1040435679722,45.66473741384447,0.996559027260559,37
O14777,Homo sapiens K562 cells,0.0205771344537374,44.20371365734589,1503.9659656542055,44.26859492900888,0.9967060251801272,37
O14787,Homo sapiens K562 cell,0.04565673065485676,47.81312308807613,1086.9094355970826,48.0161278126759,0.9973173705402588,37
O14787,Homo sapiens K562 cells,0.0158609394640075,46.48337135387769,1256.360331426538,46.54475887334054,0.998556469934072,37
O14802,Homo sapiens K562 cell,0.06300899304762589,47.51306887842484,1002.810756820374,47.82199058858429,0.997386087678135,37
O14802,Homo sapiens K562 cells,0.0458933144804148,46.63525424397386,1502.1460597782066,46.777831556047126,0.9961881156708244,37
O14841,Homo sapiens K562 cell,0.09303847029133872,51.53799022416106,1891.259162311524,51.832723882745796,0.9978208013310729,37
O14841,Homo sapiens K562 cells,0.0466859780467204,52.35853384488192,2178.378563106637,52.492048231330045,0.9950192972000528,37
O14867,Homo sapiens K562 cell,0.3015477242953939,51.567437708193864,996.9057653376283,54.16899504696514,0.9950105202074533,37
O14867,Homo sapiens K562 cells,2.22356137582747e-17,56.13788499966483,432.6166987358305,56.14013515512206,0.9740425173193183,37
O14907,Homo sapiens K562 cell,0.060489152696694914,46.144355998977936,810.018440704358,46.49425530678143,0.9963539064861422,37
O14907,Homo sapiens K562 cells,0.0631427159742002,45.13670379780988,1197.3613880052396,45.37888112614305,0.983769949907328,37
O14908,Homo sapiens K562 cell,0.07192039800225838,48.364468400088136,1026.3543380617666,48.727084103696605,0.9977601875605375,37
O14908,Homo sapiens K562 cells,0.0314633807659465,47.04785665585168,933.3973319867978,47.20837620433776,0.9971391987496808,37
O14920,Homo sapiens K562 cell,0.022390298288495286,47.12581803246769,798.6065940548773,47.2593121778202,0.996505914066644,37
O14920,Homo sapiens K562 cells,0.019159368301629,46.08896685922258,1168.3884912429764,46.16596579751585,0.9992856843590464,37
O14929,Homo sapiens K562 cell,0.026947620944096747,49.38941123723223,1258.477443878227,49.503827547854065,0.996605284407798,37
O14929,Homo sapiens K562 cells,0.0189407554082376,50.0634484186217,1879.19725392356,50.12131001426192,0.9995741314221328,37
O14933,Homo sapiens K562 cell,0.10606099578739994,49.67373202201607,975.4137155814755,50.29399486841318,0.9932309741021547,37
O14933,Homo sapiens K562 cells,0.0083132726575895,48.15946484742375,1544.9138561718626,48.19157965531869,0.99214699585528,37
O14964,Homo sapiens K562 cell,0.08493953627044576,50.723565259922864,1750.5325961021733,50.99871361623109,0.9990837500224466,37
O14964,Homo sapiens K562 cells,0.0157404996167398,50.603510675982726,1734.5093462790387,50.65381350266132,0.995641779273446,37
O14965,Homo sapiens K562 cell,0.10741073492771533,51.344535939219426,1270.8156552790617,51.85553824850631,0.9975920655477662,37
O14965,Homo sapiens K562 cells,9.493189998753108e-24,49.4796802092371,809.3519052522727,49.48479361765373,0.9936170688465988,37
O14972,Homo sapiens K562 cell,0.06849260587057816,49.22063883097438,1141.9835901557965,49.544076776660546,0.9990937741825684,37
O14972,Homo sapiens K562 cells,0.0247395681906789,49.81009164497459,1414.9142669803991,49.89972592685203,0.9953570010010352,37
O14974,Homo sapiens K562 cell,0.0941857448663049,49.19402457833169,1328.8205407141934,49.58786432030531,0.9987694203555444,37
O14974,Homo sapiens K562 cells,0.0235838076003069,48.55951974357698,1811.3981229667968,48.62658674232777,0.999378778494198,37
O14976,Homo sapiens K562 cell,0.0481743309292541,48.18312071468344,753.7617922192819,48.504366207378986,0.9977045273263264,37
O14976,Homo sapiens K562 cells,0.0418191945941553,48.18353558580485,1295.2171963593191,48.34970923949245,0.9596895642820784,37
O14980,Homo sapiens K562 cell,0.0538173726295794,48.51996295966548,1336.0250847938073,48.72639092618961,0.9966565407898067,37
O14980,Homo sapiens K562 cells,0.0216779297594986,48.5704488224722,2558.577144689738,48.61378020068069,0.9997719314278752,37
O14981,Homo sapiens K562 cell,0.0713402329293953,49.119904385536195,1088.5688963183222,49.473018561984695,0.9985681754784738,37
O14981,Homo sapiens K562 cells,0.0299305774116183,48.83226806928271,1410.5992471192408,48.93707144872271,0.9958423303178014,37
O15014,Homo sapiens K562 cell,0.1306900814907442,48.499093164727455,764.1153138832241,49.46099939952774,0.9906217116659395,37
O15014,Homo sapiens K562 cells,0.0138505749639053,46.8219012219617,670.6387356472678,46.91524469061605,0.9982141527343252,37
O15020,Homo sapiens K562 cell,0.012361345226793562,49.39977638742598,791.2193417277407,49.48273022933004,0.9823867640117453,37
O15020,Homo sapiens K562 cells,0.0632382031286788,43.23100190312484,1069.8517195901036,43.479310298458365,0.9616912315360115,37
O15042,Homo sapiens K562 cell,0.1957629104651437,48.33082790721608,1378.601592538181,49.20363577199481,0.9912684623708885,37
O15042,Homo sapiens K562 cells,0.0356371232701298,45.07607228989725,1057.9791052576172,45.22600615056559,0.9963379179517302,37
O15047,Homo sapiens K562 cell,0.05722898671791585,45.137100479992355,676.8870043368692,45.51387562862216,0.9939235631801279,37
O15047,Homo sapiens K562 cells,0.0526781666911805,43.80507712475627,1369.2950187636166,43.9617691665911,0.9953542689490008,37
O15056,Homo sapiens K562 cell,0.11409071858806076,48.41513450584913,1084.3529079640368,48.98216678737285,0.9958186349905508,37
O15056,Homo sapiens K562 cells,0.0582247620833431,47.0454297372307,1576.599975828934,47.23109139105224,0.985541626534255,37
O15066,Homo sapiens K562 cell,0.10709501100937194,49.30890915364305,1310.6453434073087,49.76732654096967,0.9989934273105022,37
O15066,Homo sapiens K562 cells,0.0086815686704169,48.83031345630134,1493.1648055095854,48.85824300674084,0.9959827192943336,37
O15067,Homo sapiens K562 cell,0.05430016685676356,49.42089245589149,1214.7698105244203,49.65943087159939,0.999238697941507,37
O15067,Homo sapiens K562 cells,0.0445456690563594,48.73817165594547,1304.288123234594,48.90975365722991,0.99628568515647,37
O15084,Homo sapiens K562 cell,0.03465563165676839,50.57906538502947,1067.03505441728,50.7555571721555,0.9947784011207526,37
O15084,Homo sapiens K562 cells,0.0036066231923765,52.70355878007632,1459.8696409134277,52.719310373296274,0.9865758927931234,37
O15085,Homo sapiens K562 cell,5.806016262426647e-28,46.447563815281825,653.2665655823306,46.45306419566505,0.9859503649353254,37
O15085,Homo sapiens K562 cells,0.0387418380335966,44.718040108053785,1044.652757871094,44.87469797525879,0.9901198686946112,37
O15111,Homo sapiens K562 cell,0.09388904936053942,47.5690051929922,757.5652820107575,48.20526918835439,0.9973035527116145,37
O15111,Homo sapiens K562 cells,0.0212299260019197,45.21809572996416,1241.4502222839992,45.2980909910007,0.9994902037031244,37
O15143,Homo sapiens K562 cell,0.3270980351024054,51.99507597849199,1744.1764883113024,53.72717244689998,0.9958282667090694,37
O15143,Homo sapiens K562 cells,7.445659460956104e-18,54.70866118250061,833.6332920936978,54.711864739454086,0.986989984831506,37
O15144,Homo sapiens K562 cell,0.4121592203629992,52.85409852328338,2006.9349201457037,55.4512025886079,0.9933888012820306,37
O15144,Homo sapiens K562 cells,6.222564490305659e-14,57.493686322313465,1160.007808023708,57.49804398190237,0.9756225426808524,37
O15145,Homo sapiens K562 cell,0.27356313681019007,53.18970414992291,1494.4810775607777,54.752754195546004,0.9942427693219656,37
O15145,Homo sapiens K562 cells,9.373157465299009e-18,55.175668799019085,1117.8540887401032,55.17932478870775,0.9953565287086468,37
O15160,Homo sapiens K562 cell,0.07346728580116979,47.43580729164748,900.3835821325691,47.840098977403024,0.998713668451549,37
O15160,Homo sapiens K562 cells,0.0374431127087753,46.17173308215189,1275.7925942468028,46.31150994374084,0.998664369305422,37
