Protein,species,asymptote,mid,m,Tm,r2,ogt
A6H8H2_Dennd4c,Mus musculus BMDC lysate,0.08712675258602093,45.90559047135091,623.7176847438375,46.57017211545962,0.9944737690916292,37
B2RXC1_Trappc11,Mus musculus liver lysate,0.02649401883689172,48.85803557735326,689.4131852937562,49.048644746243504,0.9973898051491965,37
B2RXC1_Trappc11,Mus musculus BMDC lysate,0.0864153597660249,48.711651520317574,1896.4568382628413,48.950712277602335,0.9997686118396734,37
B2RXR6_Ankrd44,Mus musculus liver lysate,0.09145231644853109,50.68695054592637,329.80874799086143,52.31640515961737,0.9073552613919293,37
B2RXR6_Ankrd44,Mus musculus BMDC lysate,0.22821263245460685,49.49033804688646,1274.520176270118,50.70833191662837,0.99483061608439,37
B2RXS4_Plxnb2,Mus musculus liver lysate,1.0058563602855621e-21,49.05144037611008,348.28970600963214,49.052510004716865,0.9634533463284665,37
B2RXS4_Plxnb2,Mus musculus BMDC lysate,0.229720379374004,49.002263246960304,1426.3049694994338,50.06748407197478,0.9351254215623321,37
B2RY56_Rbm25,Mus musculus liver lysate,0.04388089670881676,52.731042579521045,1849.1580069530044,52.87029805921072,0.9678346228008197,37
B2RY56_Rbm25,Mus musculus BMDC lysate,0.08586807873723039,51.41230353724442,607.1948606497281,52.25170565795275,0.9944737433901512,37
E9PVA8_Gcn1,Mus musculus liver lysate,0.09635712368446073,42.162598858424225,681.3311448063245,42.73612888349993,0.9778320556688761,37
E9PVA8_Gcn1,Mus musculus BMDC lysate,0.06040122892516681,44.096203205994485,741.1813044371573,44.4453988602639,0.9981376790853209,37
E9Q3C1_C2cd2,Mus musculus liver lysate,0.14203946497034015,45.91850113903474,564.9795110811469,47.20776420823354,0.9687707383391503,37
E9Q3C1_C2cd2,Mus musculus BMDC lysate,0.16911315328006354,48.0554637079734,572.6539618253452,49.787066529682406,0.961840017341612,37
E9Q4P1_Wdfy1,Mus musculus liver lysate,0.010902478271920995,53.243464163699,937.2147576930349,53.315348160176484,0.9907069696323212,37
E9Q4P1_Wdfy1,Mus musculus BMDC lysate,3.592452955005186e-18,50.46388554003454,444.53131197962585,50.46885303323383,0.9744522808946886,37
G5E829_Atp2b1,Mus musculus liver lysate,0.07611099411070527,43.8640837768456,790.7608445937269,44.278506199908755,0.9919933518385488,37
G5E829_Atp2b1,Mus musculus BMDC lysate,0.045681025562366105,51.620934538647,925.8205144353784,51.89995857595025,0.9883873537915365,37
O08528_Hk2,Mus musculus liver lysate,0.05731852732262628,51.51948600562769,1146.776091334655,51.80647113025997,0.9905150731342796,37
O08528_Hk2,Mus musculus BMDC lysate,0.05020304999368334,45.27781247763023,829.6533502784356,45.54855737751061,0.9989143320804518,37
O08529_Capn2,Mus musculus liver lysate,0.09400337923479275,55.47660489912323,3628.949314915313,55.66335878840474,0.9517125309746538,37
O08529_Capn2,Mus musculus BMDC lysate,0.009596464577485753,49.37484783999127,633.1716462108186,49.455016261318335,0.984597777809356,37
O08547_Sec22b,Mus musculus liver lysate,0.11703983774434669,47.21146829204156,874.1385159961687,47.90461049074555,0.9861030184391509,37
O08547_Sec22b,Mus musculus BMDC lysate,3.958531548469702e-19,50.54740921609152,563.3801443272818,50.55220552546045,0.9861358770284414,37
O08553_Dpysl2,Mus musculus liver lysate,0.10802985278665272,58.431996599488386,2396.9405153623848,58.786974710723086,0.92940640825093,37
O08553_Dpysl2,Mus musculus BMDC lysate,0.48178873468898753,51.68645729364563,1120.8274075993913,61.006409620503746,0.9244699510156899,37
O08582_Gtpbp1,Mus musculus liver lysate,0.1887942540661322,49.18314508152595,604.4961320284654,51.16320496445346,0.9790532428088956,37
O08582_Gtpbp1,Mus musculus BMDC lysate,0.08384933011201068,48.79613628535503,1163.485627191049,49.1825646286454,0.9947636584947079,37
O08599_Stxbp1,Mus musculus liver lysate,0.06197095643176892,46.00761284133642,3028.802530844804,46.11788264728903,0.9952263165271086,37
O08599_Stxbp1,Mus musculus BMDC lysate,0.054345616802939124,47.866411411963085,1197.615601913085,48.09184455133076,0.9951319002702577,37
O08601_Mttp,Mus musculus liver lysate,0.03486868042277642,54.994837729196554,3607.076616461842,55.06285242502169,0.9925113651835095,37
O08601_Mttp,Mus musculus BMDC lysate,0.03595445808624564,50.42369292529182,989.139401081134,50.62190648425877,0.9871031395246449,37
O08759_Ube3a,Mus musculus liver lysate,0.10327835867732771,49.31848312533696,664.1194067241279,50.186425623943435,0.9868344363710733,37
O08759_Ube3a,Mus musculus BMDC lysate,0.055720390602308045,46.60998084398003,700.5719890670622,46.979737497568344,0.9916211052911612,37
O08795_Prkcsh,Mus musculus liver lysate,0.2143125846398149,55.29904203870149,3524.300414122197,55.80707668263403,0.9502352551953678,37
O08795_Prkcsh,Mus musculus BMDC lysate,0.3348862512930994,50.555231097205144,1535.9372743507706,52.50854244402111,0.9886122137307697,37
O08832_Galnt4,Mus musculus liver lysate,0.04364853582765107,44.54437614242376,1215.7642854631204,44.69903754984561,0.9876533225579885,37
O08832_Galnt4,Mus musculus BMDC lysate,0.07117160788328662,47.20007627547396,1293.3182444527688,47.4771379189023,0.9931783201759661,37
O08912_Galnt1,Mus musculus liver lysate,0.2501869265703529,49.94794040833189,8379.203803094431,50.28938773004012,0.9507872881520965,37
O08912_Galnt1,Mus musculus BMDC lysate,0.062293563245193556,49.163256253368836,1249.9815315769642,49.431730412685134,0.9987842611612308,37
O08914_Faah,Mus musculus liver lysate,0.055061028182486454,54.91675877522661,2564.0647183299106,55.05917337661456,0.9877900460105549,37
O08914_Faah,Mus musculus BMDC lysate,1.1257346009277793e-36,54.55297604703924,867.5741963846642,54.55730604483054,0.9106116204174921,37
O08915_Aip,Mus musculus liver lysate,0.04342729093599786,50.0914026860321,1012.4197176474232,50.324890190453885,0.9618539391697039,37
O08915_Aip,Mus musculus BMDC lysate,0.09441365390600756,47.4517321602398,852.2243658382761,48.01173927056923,0.9978238963281051,37
O09110_Map2k3,Mus musculus liver lysate,0.13057588743614876,41.97428917373501,991.8577529137308,42.53467039540056,0.9786481647924824,37
O09110_Map2k3,Mus musculus BMDC lysate,0.022642731526271293,44.0074454516799,538.8867261189076,44.178929554050036,0.9803680926207737,37
O09174_Amacr,Mus musculus liver lysate,3.2316910610480215e-15,53.82882433706245,961.7578851653598,53.83058811757917,0.956093751520184,37
O09174_Amacr,Mus musculus BMDC lysate,0.07579159624490443,49.630501490213895,933.190073307915,50.071082380708184,0.9904066776238282,37
O35075_Dscr3,Mus musculus liver lysate,0.10022795080317967,44.03623745068499,1332.7492459538812,44.38031596180616,0.9908039968375414,37
O35075_Dscr3,Mus musculus BMDC lysate,0.003243881327418533,47.65122702204005,944.3008309652779,47.67059395272228,0.9890884924035767,37
O35405_Pld3,Mus musculus liver lysate,0.12521078763578872,56.394517463628596,1852.6814778730907,56.89718811636824,0.9783293548922154,37
O35405_Pld3,Mus musculus BMDC lysate,0.125586565804184,51.47424766434658,556.3903507300333,52.8925555155116,0.9925673447286385,37
O35465_Fkbp8,Mus musculus liver lysate,1.2445312138262905e-15,43.79051939271512,453.7450143151176,43.79384072146168,0.9500580578415034,37
O35465_Fkbp8,Mus musculus BMDC lysate,0.050107516314367995,44.50592700457662,900.1255561385216,44.744515431286885,0.9981795034278325,37
O35551_Rabep1,Mus musculus liver lysate,0.22188762275225063,55.39031392078844,2917.937460504299,56.01704280885407,0.9653965107714527,37
O35551_Rabep1,Mus musculus BMDC lysate,0.11944763436206784,49.68369360198881,1012.5181850385798,50.36985393457058,0.9980796990149166,37
O35593_Psmd14,Mus musculus liver lysate,0.11671154370425021,48.81706509587278,476.1960996297902,50.18977494167336,0.9694033145458651,37
O35593_Psmd14,Mus musculus BMDC lysate,2.5054887163924932e-20,48.5881439865864,628.787467747651,48.592862205032894,0.9897807302535555,37
O35598_Adam10,Mus musculus liver lysate,0.09913455685931791,57.44726187106495,6794.400960531283,57.575652092079395,0.9202075429029494,37
O35598_Adam10,Mus musculus BMDC lysate,0.14843428101195644,48.75672433117256,743.0786397829455,49.91341287031626,0.9903164103084251,37
O35639_Anxa3,Mus musculus liver lysate,0.0759683544178176,52.88152327181695,3969.231641133609,52.997703641817814,0.9601436720499353,37
O35639_Anxa3,Mus musculus BMDC lysate,8.577797968736728e-16,51.83898093030635,810.080952791103,51.84088026974138,0.9871854762847259,37
O35685_Nudc,Mus musculus liver lysate,0.08053936729768878,57.394602794370435,9999.999998807663,57.49747420685021,0.9021856235088883,37
O35685_Nudc,Mus musculus BMDC lysate,0.0224970320518014,52.59399564758691,733.3289250759414,52.77157548473902,0.9926497466878069,37
O35841_Api5,Mus musculus liver lysate,0.05544246195272907,52.03571339690564,983.4887281300489,52.368804182922034,0.9906379578693217,37
O35841_Api5,Mus musculus BMDC lysate,0.01233964332137165,52.849201855115744,783.5259680788286,52.939286788910664,0.9887652405566519,37
O35857_Timm44,Mus musculus liver lysate,0.2097306428791951,43.935451669933705,1039.6693365262884,44.97094910458956,0.9690986289155383,37
O35857_Timm44,Mus musculus BMDC lysate,0.0322198701328907,49.47412744291087,785.2593089646577,49.68744729722047,0.9907334099967954,37
O35864_Cops5,Mus musculus liver lysate,0.14116788869870694,54.543631121299484,2030.1266017139633,55.03770139212076,0.9663204667080956,37
O35864_Cops5,Mus musculus BMDC lysate,0.010823832785974614,54.449267060046346,1005.6593941755133,54.51881881525568,0.9915750700263566,37
O35969_Gamt,Mus musculus liver lysate,0.07665602707406778,46.24147557276633,1920.804211990424,46.44379005008639,0.99408711998255,37
O35969_Gamt,Mus musculus BMDC lysate,0.10719795589231511,46.937931747997546,705.2942636472371,47.711543954682604,0.9911041513039391,37
O54734_Ddost,Mus musculus liver lysate,0.0619662127184319,43.691021873851895,1163.8458634144552,43.91055902646421,0.9561341034458706,37
O54734_Ddost,Mus musculus BMDC lysate,0.07828004079597463,51.474087100053026,1609.9801145292317,51.76119848839952,0.9962332661111073,37
O54774_Ap3d1,Mus musculus liver lysate,0.15992699339591943,46.849677796857364,779.1327580750014,47.962926255169734,0.9843720044129044,37
O54774_Ap3d1,Mus musculus BMDC lysate,0.026313781387919205,47.67972374279186,866.4424203771895,47.82465449182695,0.9941390189295121,37
O54782_Man2b2,Mus musculus liver lysate,0.1308947227925471,54.22986041230145,1903.8822305868873,54.71365235551684,0.9761720595112334,37
O54782_Man2b2,Mus musculus BMDC lysate,0.1371500889450736,51.402817058984446,820.8263921882419,52.46678267230936,0.9987042150887768,37
O54786_Dffa,Mus musculus liver lysate,0.37952493952505206,57.34936186373966,9999.999901964347,57.88674252663968,0.9488932846721239,37
O54786_Dffa,Mus musculus BMDC lysate,0.24550913825926213,48.279116107526825,854.232504113515,50.20766324943031,0.9696572132283847,37
O54984_Asna1,Mus musculus liver lysate,0.060170144048154885,49.96462221255375,1058.9473415123175,50.276568543237175,0.9914219419066986,37
O54984_Asna1,Mus musculus BMDC lysate,0.022553538164478394,51.629989397768774,458.3965016583535,51.901534463918495,0.9956870829187661,37
O54988_Slk,Mus musculus liver lysate,0.15209721167597703,49.714830032212525,2237.579100777305,50.13416652620162,0.9925939504255508,37
O54988_Slk,Mus musculus BMDC lysate,0.07340301127603559,47.83785414842292,1192.9951666484264,48.151326123715926,0.9934364951759244,37
O55029_Copb2,Mus musculus liver lysate,0.05932723838932119,53.614041045540326,1314.4260321358752,53.89354161683368,0.9937223193981283,37
O55029_Copb2,Mus musculus BMDC lysate,0.05914074149836445,51.454578700846135,1012.133176008459,51.790062951732594,0.9956019914039889,37
O55106_Strn,Mus musculus liver lysate,2.5183753383229044e-20,51.143341700822674,590.1439302948464,51.14610629154031,0.9805577602785723,37
O55106_Strn,Mus musculus BMDC lysate,0.10760237371181179,50.41215143909625,584.4841524210503,51.49651058102748,0.9862873918489555,37
O55201_Supt5h,Mus musculus liver lysate,0.21906081579491904,48.78627006579164,623.7615390374214,51.09442754410375,0.9874411954718486,37
O55201_Supt5h,Mus musculus BMDC lysate,0.06297182186832823,47.49665398617734,704.6381367326532,47.93310876731735,0.9967897307245803,37
O55222_Ilk,Mus musculus liver lysate,0.012535374803598627,47.76679733238052,676.5397259364587,47.85478563388311,0.9820640278099128,37
O55222_Ilk,Mus musculus BMDC lysate,0.04607357933231672,45.46619933010717,740.1155367845512,45.74271916583902,0.9963905293588656,37
O70194_Eif3d,Mus musculus liver lysate,0.1796875207358551,46.357754459374064,8780.985740750679,46.56890082111064,0.9459376669360822,37
O70194_Eif3d,Mus musculus BMDC lysate,0.06459647422417794,46.938757587362076,2306.8590976869214,47.07993843828931,0.9933714496587641,37
O70274_Ptp4a2,Mus musculus liver lysate,0.429132849028369,57.42128738093945,9999.99999999962,58.1816424764898,0.9054620392578661,37
O70274_Ptp4a2,Mus musculus BMDC lysate,6.684782572164866e-22,51.80956216018707,441.6624213166181,51.812317977646146,0.9640816549324693,37
O70503_Hsd17b12,Mus musculus liver lysate,0.03233438522591837,50.54513601165801,588.80590385105,50.8396887981764,0.9717311601326489,37
O70503_Hsd17b12,Mus musculus BMDC lysate,1.4409333403582043e-24,53.85566100078943,602.5561001303466,53.857632316324136,0.9743503121854967,37
O70572_Smpd2,Mus musculus liver lysate,1.8150410050417317e-19,50.99035502268913,542.8992659448278,50.990507661426435,0.9829775296574754,37
O70572_Smpd2,Mus musculus BMDC lysate,0.06063047371265507,50.26596521993373,925.3515990424959,50.62816142481833,0.9959798608144105,37
O88569_Hnrnpa2b1,Mus musculus liver lysate,0.19295846758920496,53.320487266575824,2277.8926431623618,53.94013322969946,0.9758989043895092,37
O88569_Hnrnpa2b1,Mus musculus BMDC lysate,0.34778962094272386,54.728072807058716,1547.2187102707985,57.14951206158463,0.9694763449779018,37
O88587_Comt,Mus musculus liver lysate,0.0946258764592359,51.76137961355004,1377.950671047937,52.1809897521934,0.9674561505921838,37
O88587_Comt,Mus musculus BMDC lysate,0.05356991678005968,46.96740899651056,801.2361622451402,47.288740055147436,0.992833084121057,37
O88685_Psmc3,Mus musculus liver lysate,0.06367360552897179,45.50942915653191,430.74342163284945,46.17836612791297,0.9696192854335128,37
O88685_Psmc3,Mus musculus BMDC lysate,0.04330828138008163,47.879496709231105,742.5208253475579,48.16539840277681,0.9981815493800098,37
O88746_Tom1,Mus musculus liver lysate,0.28439779924678305,49.238606309135655,784.7581926959473,51.983362990539966,0.9377083572979472,37
O88746_Tom1,Mus musculus BMDC lysate,0.11455117513559385,49.78844169969377,1048.1869067098753,50.42330910808703,0.9969932839612086,37
O88811_Stam2,Mus musculus liver lysate,0.2512462512851229,48.710341791004026,523.5188755251065,52.098908957905756,0.9190510370137923,37
O88811_Stam2,Mus musculus BMDC lysate,0.11153332484643205,47.37364935529524,881.8599433727695,48.02617649603684,0.9949822004820382,37
O88822_Sc5d,Mus musculus liver lysate,0.07245554667903706,53.49446044636061,1377.7598028226382,53.82524303310645,0.9740049623770312,37
O88822_Sc5d,Mus musculus BMDC lysate,0.258505950481267,46.09258820467579,397.56462607720147,50.350759071047754,0.9174393093337824,37
O88844_Idh1,Mus musculus liver lysate,0.050549648187670104,57.14380841160276,9999.999608403747,57.251188437660446,0.9647720076704441,37
O88844_Idh1,Mus musculus BMDC lysate,0.020977470527248902,49.01054949761995,672.9285490697578,49.167798814413445,0.9975496910069545,37
O89079_Cope,Mus musculus liver lysate,6.123333494977619e-18,50.78774791023991,744.3652548717012,50.79035830258885,0.9866486734087161,37
O89079_Cope,Mus musculus BMDC lysate,0.08470024873348823,50.586468816278256,936.7694494716687,51.10259246356946,0.992766040941779,37
O89112_Lancl1,Mus musculus liver lysate,0.2995527366471919,51.79607035369065,1283.4849131720257,53.79770770564714,0.9081357651998463,37
O89112_Lancl1,Mus musculus BMDC lysate,0.08745169782859531,49.211701974927315,825.4146921486296,49.787550732948525,0.9974609143142258,37
P03899_Mtnd3,Mus musculus liver lysate,1.565346665027999e-18,57.07854789259273,593.4249663568972,57.079981549662726,0.9219454511116228,37
P03899_Mtnd3,Mus musculus BMDC lysate,0.0041115832757124505,44.10333515060066,449.10155502547457,44.14227059481171,0.91426748768389,37
P05063_Aldoc,Mus musculus liver lysate,0.093291109000348,56.96109916966476,9999.999999903868,57.05020615517878,0.9720717887102049,37
P05063_Aldoc,Mus musculus BMDC lysate,5.2846560888359785e-24,55.212790906940626,558.3505364100622,55.21608803290838,0.9753484823987801,37
P05132_Prkaca,Mus musculus liver lysate,0.044261026897893505,50.36071005191863,1618.88100507496,50.5147428551857,0.9943920760123123,37
P05132_Prkaca,Mus musculus BMDC lysate,0.02928184071747498,47.209933013378155,685.4752697987018,47.413497442669296,0.9854892518324961,37
P06745_Gpi,Mus musculus liver lysate,0.05179871457771676,55.7143029034768,3212.309161155234,55.81861057478991,0.9506634219768398,37
P06745_Gpi,Mus musculus BMDC lysate,2.6881397437315007e-26,51.42542717775405,533.7224964688559,51.43029584246993,0.9559934459883271,37
P07742_Rrm1,Mus musculus liver lysate,0.2281551201177455,57.5975760143684,9999.999997024534,57.80704668068437,0.9570734642083418,37
P07742_Rrm1,Mus musculus BMDC lysate,0.025802115479181455,45.25823601337885,637.0317147138919,45.435887367530285,0.9964254933415273,37
P08249_Mdh2,Mus musculus liver lysate,0.052692603273325596,57.57179849850844,9999.99999999872,57.597633036400794,0.9720581289983881,37
P08249_Mdh2,Mus musculus BMDC lysate,1.2852657749310151e-27,54.77276261219166,797.0495963906645,54.77539378212328,0.9807691721822523,37
P08752_Gnai2,Mus musculus liver lysate,0.06206646026699213,43.16094271359827,1293.3637142668783,43.36562087148066,0.976415339549654,37
P08752_Gnai2,Mus musculus BMDC lysate,0.0325680704882403,46.23701166222297,706.660464668583,46.448580367466214,0.994226926654657,37
P09411_Pgk1,Mus musculus liver lysate,0.047195048186805554,50.03241774430835,2501.4280994761643,50.1435825119767,0.9867302120814616,37
P09411_Pgk1,Mus musculus BMDC lysate,0.008617062549348265,50.193416781303505,1070.4980737690069,50.23965499508256,0.9875138364282433,37
P10404_,Mus musculus liver lysate,0.3526028549945438,44.12835980476048,813.3284950396011,47.28458208322895,0.9396599655798876,37
P10404_,Mus musculus BMDC lysate,0.061107282105168526,47.36872255579243,679.7463873958878,47.80707093083287,0.9959946900813582,37
P10605_Ctsb,Mus musculus liver lysate,0.07432667924643342,53.74716900964257,727.5973779820174,54.40080201804268,0.9746659419661758,37
P10605_Ctsb,Mus musculus BMDC lysate,0.15197859946321746,44.85067277087385,559.7127137271351,46.199395510687474,0.9919439526090591,37
P10630_Eif4a2,Mus musculus liver lysate,0.13695406585107792,56.84468601633821,9999.999989559363,56.93068527310845,0.9376704775371044,37
P10630_Eif4a2,Mus musculus BMDC lysate,0.47383891556661045,50.12796060307791,9999.999864936104,50.97003567042009,0.9935720049490947,37
P11352_Gpx1,Mus musculus liver lysate,0.003775908937912001,49.89496655900838,766.0719005412667,49.920639239861025,0.9982617874928592,37
P11352_Gpx1,Mus musculus BMDC lysate,0.1305074035354711,48.73998112485517,512.4843444084173,50.18921900275289,0.9795475275347525,37
P11688_Itga5,Mus musculus liver lysate,0.36009460136128085,57.30836823427766,9999.99924310209,57.82320371033334,0.9787444012276325,37
P11688_Itga5,Mus musculus BMDC lysate,0.37055066118567875,49.63045418615959,694.7819608970317,54.93820914357109,0.9509466561159421,37
P11930_Nudt19,Mus musculus liver lysate,0.026930249027421797,53.699549155758426,1546.4427416762467,53.804780767526935,0.9826302438627224,37
P11930_Nudt19,Mus musculus BMDC lysate,0.029877604987734847,49.50933847097968,796.4050364740824,49.70422898656226,0.9955557309798011,37
P12815_Pdcd6,Mus musculus liver lysate,0.027322859429796207,48.34925044262727,567.5251704361309,48.58745951633661,0.9865043922413025,37
P12815_Pdcd6,Mus musculus BMDC lysate,0.043589985201282065,48.06569463857279,791.9334791930992,48.3402759574303,0.9975289740931158,37
P14152_Mdh1,Mus musculus liver lysate,0.06643131887850179,58.306479322584885,5448.510460497157,58.42208232861829,0.9373254224345584,37
P14152_Mdh1,Mus musculus BMDC lysate,1.8652147318609202e-30,53.93543936284021,776.1678480075861,53.93624158367562,0.9658071282320235,37
P14576_Srp54,Mus musculus liver lysate,0.04324687423875816,41.8852255366465,900.5965229201198,42.06532572466816,0.9948781843044772,37
P14576_Srp54,Mus musculus BMDC lysate,0.03813212117096357,46.58861203236434,923.8792843112899,46.77944749317095,0.9994874614095904,37
P14685_Psmd3,Mus musculus liver lysate,0.07108322613674935,46.46566548056436,621.3031301479746,47.00491035065495,0.9917317727135833,37
P14685_Psmd3,Mus musculus BMDC lysate,7.801469519133644e-18,49.62008656280413,555.5090428632727,49.624583848362434,0.9907832895058196,37
P15208_Insr,Mus musculus liver lysate,0.14792224245272667,45.09031834888665,589.4127223420927,46.34412251633313,0.9853479075447319,37
P15208_Insr,Mus musculus BMDC lysate,0.1016548035218727,47.295632226284035,717.877483328251,48.01528676294691,0.9899854424141328,37
P15535_B4galt1,Mus musculus liver lysate,0.05389765585783332,56.71596531333378,9999.999999983249,56.70885643313597,0.9088627809498554,37
P15535_B4galt1,Mus musculus BMDC lysate,0.03634705407666979,50.50623801563072,738.4548034699849,50.77209604775805,0.9781553137151493,37
P15920_Atp6v0a2,Mus musculus liver lysate,0.05274407645674593,49.67834163826229,2677.4883744970216,49.780499283993095,0.9379972574506168,37
P15920_Atp6v0a2,Mus musculus BMDC lysate,0.33853865849727705,54.8349501426817,1102.8019182279406,58.11018109625541,0.9555248611203808,37
P16330_Cnp,Mus musculus liver lysate,6.906875396756526e-20,50.302786267056106,580.9184592149907,50.30733766840964,0.9837866392868122,37
P16330_Cnp,Mus musculus BMDC lysate,0.08397560394437506,47.70668141280623,690.7720263739465,48.328264864201316,0.996765326850408,37
P16332_Mut,Mus musculus liver lysate,0.01748844440087864,48.45193443909167,798.5020761335043,48.56236657971023,0.9972893693853542,37
P16332_Mut,Mus musculus BMDC lysate,0.037752764515629644,46.00175984109826,958.4365839978246,46.1817054983967,0.993027635138465,37
P17156_Hspa2,Mus musculus liver lysate,0.09116544527021432,48.497747003029566,926.4211952919729,49.0149748725907,0.9913040646826657,37
P17156_Hspa2,Mus musculus BMDC lysate,0.067190295943145,46.77594672919399,768.327620993191,47.1966491693259,0.9963925548220638,37
P17426_Ap2a1,Mus musculus liver lysate,0.010940440523946137,51.57465714261369,663.5873352740782,51.66773220889571,0.9880149435161962,37
P17426_Ap2a1,Mus musculus BMDC lysate,0.02456778064609677,52.687356753310084,722.8241283916981,52.883427742434684,0.9922751386663465,37
P17427_Ap2a2,Mus musculus liver lysate,0.05198037876660414,51.151100419156315,1260.654461248717,51.38862329852739,0.9898461825756791,37
P17427_Ap2a2,Mus musculus BMDC lysate,0.047293723195787625,51.309736934357204,1003.4716703935089,51.57834939602352,0.9963168374156745,37
P17439_Gba,Mus musculus liver lysate,0.054871073402693496,55.327405102080625,2979.149998190147,55.46020767830022,0.9697749661194088,37
P17439_Gba,Mus musculus BMDC lysate,0.02871036687238661,55.06119696233589,360.52792657345515,55.56782127668123,0.9928160432377713,37
P18760_Cfl1,Mus musculus liver lysate,0.25343373628650406,46.4696967357578,555.1261119681694,49.40706324133121,0.9392765220325424,37
P18760_Cfl1,Mus musculus BMDC lysate,0.18014086626385117,50.27836669116289,966.9299727219401,51.48898107930816,0.9921265112518382,37
P19096_Fasn,Mus musculus liver lysate,0.07125092529071242,48.155629686356775,1874.0664819009996,48.361706687302124,0.9812559724006301,37
P19096_Fasn,Mus musculus BMDC lysate,0.07310397591528373,47.48226539261027,1434.5318012730145,47.73788839803104,0.9937380476945754,37
P19157_Gstp1,Mus musculus liver lysate,0.020312719586671496,48.653088814231,1193.6077839780367,48.73851177919155,0.9809016870465542,37
P19157_Gstp1,Mus musculus BMDC lysate,0.12295985063067133,45.27024504728144,835.5267816665963,45.97427876887881,0.9814479971825968,37
P20029_Hspa5,Mus musculus liver lysate,0.07182910406712545,53.19127919795139,1367.1272547774213,53.52326485107023,0.9933997151040297,37
