accession,Tm,ogt,species
D6REX3,48.805808539911276,37.0,Homo sapiens
D6RF23,52.48095211175183,37.0,Homo sapiens
D6RF62,55.65259031858438,37.0,Homo sapiens
D6RFG8,54.730272640151405,37.0,Homo sapiens
D6RFN0,54.829394616753014,37.0,Homo sapiens
D6RJ07,53.03560759154313,37.0,Homo sapiens
D6W592,47.24711546367334,37.0,Homo sapiens
D6W5Y5,53.671666294469986,37.0,Homo sapiens
E2QRJ6,49.04746409194204,37.0,Homo sapiens
E5KLJ5,51.28529809572934,37.0,Homo sapiens
E5KP25,45.27457462493456,37.0,Homo sapiens
E5RFU2,55.55244744030386,37.0,Homo sapiens
E5RFY4,51.53452071407281,37.0,Homo sapiens
E5RJF8,51.46569408999016,37.0,Homo sapiens
E5RJM6,44.70368107213931,37.0,Homo sapiens
E5RJZ4,55.76500409022262,37.0,Homo sapiens
E7EMA9,58.369211080881044,37.0,Homo sapiens
E7EMK3,59.32481164024413,37.0,Homo sapiens
E7EN19,50.52673857881952,37.0,Homo sapiens
E7EN32,44.9248544818939,37.0,Homo sapiens
E7EP87,49.3039634685877,37.0,Homo sapiens
E7EPF0,48.56644362926974,37.0,Homo sapiens
E7EQ34,52.66727239560801,37.0,Homo sapiens
E7EQ45,48.466512186264325,37.0,Homo sapiens
E7EQ78,57.455531426267704,37.0,Homo sapiens
E7EQB3,48.02548231574366,37.0,Homo sapiens
E7EQS8,50.795686556014466,37.0,Homo sapiens
E7EQY1,56.859219904625284,37.0,Homo sapiens
E7EQZ4,47.88266731777847,37.0,Homo sapiens
E7ER45,55.83460354014135,37.0,Homo sapiens
E7ERA6,46.35575095767274,37.0,Homo sapiens
E7ERK9,49.08863738214569,37.0,Homo sapiens
E7ERS3,53.232035523655384,37.0,Homo sapiens
E7ES52,56.69269847752318,37.0,Homo sapiens
E7ESA6,53.057947508443725,37.0,Homo sapiens
E7ESC6,51.477259082456065,37.0,Homo sapiens
E7ESC7,49.63920946663079,37.0,Homo sapiens
E7ESJ3,51.40546879596873,37.0,Homo sapiens
E7ETA6,51.546727708342466,37.0,Homo sapiens
E7ETB3,57.798709798237404,37.0,Homo sapiens
E7ETE0,46.698713443072975,37.0,Homo sapiens
E7ETU7,49.96595408500459,37.0,Homo sapiens
E7ETY2,53.5666569687811,37.0,Homo sapiens
E7EUC7,55.4301428898712,37.0,Homo sapiens
E7EUJ1,49.63945869511161,37.0,Homo sapiens
E7EUN2,51.482838979138435,37.0,Homo sapiens
E7EV46,52.19344597553204,37.0,Homo sapiens
E7EVC7,53.70866263426853,37.0,Homo sapiens
E7EW00,51.3264886203495,37.0,Homo sapiens
E7EW20,51.60329860133356,37.0,Homo sapiens
E7EW49,49.41610003180779,37.0,Homo sapiens
E7EWN3,45.11306761907049,37.0,Homo sapiens
E7EWW0,49.701155711820114,37.0,Homo sapiens
E7EWW9,51.987811242516344,37.0,Homo sapiens
E7EX59,55.74654546558998,37.0,Homo sapiens
E7EX73,47.54659730144791,37.0,Homo sapiens
E7EX90,48.16873748506479,37.0,Homo sapiens
E7EXA6,45.18264026822477,37.0,Homo sapiens
E9PAU2,46.38941791879678,37.0,Homo sapiens
E9PB61,53.5653372266617,37.0,Homo sapiens
E9PBQ7,55.051933539725624,37.0,Homo sapiens
E9PC47,48.91716717239431,37.0,Homo sapiens
E9PC62,50.312609701406856,37.0,Homo sapiens
E9PCH4,48.121936477144935,37.0,Homo sapiens
E9PCR7,50.7897484401849,37.0,Homo sapiens
E9PCT1,51.5691197369032,37.0,Homo sapiens
E9PD50,48.426537109835586,37.0,Homo sapiens
E9PEB9,61.15040928664589,37.0,Homo sapiens
E9PES4,49.98959039090884,37.0,Homo sapiens
E9PF32,51.94447126851349,37.0,Homo sapiens
E9PF82,51.13950883178653,37.0,Homo sapiens
E9PFD3,53.584650773418396,37.0,Homo sapiens
E9PFW3,53.09504606515829,37.0,Homo sapiens
E9PG19,48.027458896801306,37.0,Homo sapiens
E9PG82,53.802043313730024,37.0,Homo sapiens
E9PG84,46.752669291125635,37.0,Homo sapiens
E9PGC8,53.24821961052508,37.0,Homo sapiens
E9PGK7,53.158857264859016,37.0,Homo sapiens
E9PGZ4,50.54841528584175,37.0,Homo sapiens
E9PHG5,54.15297351020197,37.0,Homo sapiens
E9PHY5,52.905544988265255,37.0,Homo sapiens
E9PI62,52.59396306257938,37.0,Homo sapiens
E9PI68,49.610457189759266,37.0,Homo sapiens
E9PIB1,50.92993902097965,37.0,Homo sapiens
E9PJ55,47.878707838566875,37.0,Homo sapiens
E9PJD7,53.124353303995186,37.0,Homo sapiens
E9PL17,45.65885532024164,37.0,Homo sapiens
E9PLM6,54.169986277884945,37.0,Homo sapiens
E9PN70,50.47099332186406,37.0,Homo sapiens
E9PN81,49.98208523481631,37.0,Homo sapiens
E9PPN3,49.30961626740438,37.0,Homo sapiens
E9PQ57,48.273639001648995,37.0,Homo sapiens
E9PQA6,47.95943259729308,37.0,Homo sapiens
E9PR30,55.937462889750584,37.0,Homo sapiens
E9PR47,56.36132621982767,37.0,Homo sapiens
E9PRG8,56.456599534057816,37.0,Homo sapiens
E9PRY8,50.50360690220881,37.0,Homo sapiens
E9PSF4,53.31894431644347,37.0,Homo sapiens
E9PSH4,47.000201020855684,37.0,Homo sapiens
F2Z2J1,51.1849067102909,37.0,Homo sapiens
F2Z2M5,57.64367526971122,37.0,Homo sapiens
F2Z2U4,48.28925657698736,37.0,Homo sapiens
F2Z2W7,47.296914795395615,37.0,Homo sapiens
F2Z2X0,60.69863867643445,37.0,Homo sapiens
F2Z2X4,52.143689015840756,37.0,Homo sapiens
F2Z3K0,52.243014320731575,37.0,Homo sapiens
F5GWE5,53.86075981966447,37.0,Homo sapiens
F5GWP8,55.0724777369435,37.0,Homo sapiens
F5GX28,46.42131379008293,37.0,Homo sapiens
F5GXA0,54.523256667679064,37.0,Homo sapiens
F5GXD1,50.69208811943373,37.0,Homo sapiens
F5GXE4,51.611989084705655,37.0,Homo sapiens
F5GXJ1,54.655964555807,37.0,Homo sapiens
F5GXV7,50.651995679977844,37.0,Homo sapiens
F5GY05,48.20885273483334,37.0,Homo sapiens
F5GY88,50.943073216494994,37.0,Homo sapiens
F5GYQ1,51.81412773986967,37.0,Homo sapiens
F5H039,57.21822034245538,37.0,Homo sapiens
F5H094,51.43927807762033,37.0,Homo sapiens
F5H0C4,52.81504365022024,37.0,Homo sapiens
F5H0F9,50.217197799363746,37.0,Homo sapiens
F5H0R1,46.2551439690028,37.0,Homo sapiens
F5H189,53.58466378061989,37.0,Homo sapiens
F5H1Q2,54.85129338555588,37.0,Homo sapiens
F5H1U9,50.815483210032795,37.0,Homo sapiens
F5H1Y4,46.40893881928471,37.0,Homo sapiens
F5H211,48.32057248388603,37.0,Homo sapiens
F5H269,50.58546825765402,37.0,Homo sapiens
F5H2X7,53.95083873001372,37.0,Homo sapiens
F5H385,51.001388616867516,37.0,Homo sapiens
F5H450,50.019042527426805,37.0,Homo sapiens
F5H527,50.390277304552065,37.0,Homo sapiens
F5H5D3,53.66888580100457,37.0,Homo sapiens
F5H5P2,51.82345658499069,37.0,Homo sapiens
F5H5R8,48.81227157444151,37.0,Homo sapiens
F5H619,50.31240863857416,37.0,Homo sapiens
F5H6I0,51.808802346316114,37.0,Homo sapiens
F5H6Q1,51.04353839941063,37.0,Homo sapiens
F5H7Q8,57.18781235723676,37.0,Homo sapiens
F5H872,53.46454143780196,37.0,Homo sapiens
F6RH32,51.828721964024126,37.0,Homo sapiens
F6WH68,49.03913144541363,37.0,Homo sapiens
F6XEV2,51.74736639529851,37.0,Homo sapiens
F6XZQ7,51.93775790148094,37.0,Homo sapiens
F8VQZ7,59.170981511027115,37.0,Homo sapiens
F8VR32,51.35006945607474,37.0,Homo sapiens
F8VVA7,51.1268145491139,37.0,Homo sapiens
F8VVS7,46.55752264999453,37.0,Homo sapiens
F8VWL3,50.160869889491,37.0,Homo sapiens
F8VWT9,49.28374602946456,37.0,Homo sapiens
F8VWW7,53.77181030570298,37.0,Homo sapiens
F8VX10,47.59413793410463,37.0,Homo sapiens
F8VXC8,46.768432622410934,37.0,Homo sapiens
F8VXU5,55.16753437575139,37.0,Homo sapiens
F8VYC4,45.80052742201381,37.0,Homo sapiens
F8VYN9,51.396701859287866,37.0,Homo sapiens
F8VZG9,49.72094912158257,37.0,Homo sapiens
F8VZY9,56.28954879678801,37.0,Homo sapiens
F8W0Q9,55.70007989880196,37.0,Homo sapiens
F8W130,51.57756409991401,37.0,Homo sapiens
F8W1W9,53.42128419629746,37.0,Homo sapiens
F8W6H6,52.35950951798615,37.0,Homo sapiens
F8W6L3,51.43411840731083,37.0,Homo sapiens
F8W703,56.94663521699469,37.0,Homo sapiens
F8W727,55.45264685765713,37.0,Homo sapiens
F8W7A7,49.2018098624492,37.0,Homo sapiens
F8W7C6,55.53966412446859,37.0,Homo sapiens
F8W7T1,47.72486157603486,37.0,Homo sapiens
F8W7U8,53.19542354655033,37.0,Homo sapiens
F8W8B0,52.2734437034737,37.0,Homo sapiens
F8W8D3,48.88214424483823,37.0,Homo sapiens
F8W8I8,55.29403623657843,37.0,Homo sapiens
F8W8R6,48.579050080546835,37.0,Homo sapiens
F8W930,48.46035289453438,37.0,Homo sapiens
F8W950,48.0874618382356,37.0,Homo sapiens
F8WA39,50.44060878468959,37.0,Homo sapiens
F8WAZ6,52.295485769877146,37.0,Homo sapiens
F8WBU2,53.342646660794564,37.0,Homo sapiens
F8WC71,50.57862341442046,37.0,Homo sapiens
F8WCA0,53.33037045148695,37.0,Homo sapiens
F8WCA4,55.51808305961703,37.0,Homo sapiens
F8WCC0,50.3092111020999,37.0,Homo sapiens
F8WCF4,50.70963739943074,37.0,Homo sapiens
F8WCF6,56.0901903790249,37.0,Homo sapiens
F8WDR5,48.205715157782656,37.0,Homo sapiens
F8WEC0,49.47032143069855,37.0,Homo sapiens
G3V119,46.84340213400409,37.0,Homo sapiens
G3V126,51.692129194827054,37.0,Homo sapiens
G3V136,53.133505009963,37.0,Homo sapiens
G3V180,51.11448631171569,37.0,Homo sapiens
G3V1A6,47.35090736498456,37.0,Homo sapiens
G3V1L9,50.068503545320134,37.0,Homo sapiens
G3V1N2,51.78964187449137,37.0,Homo sapiens
G3V1Q4,54.08740687282341,37.0,Homo sapiens
G3V1V0,50.66413376260774,37.0,Homo sapiens
G3V2F7,55.008006479278514,37.0,Homo sapiens
G3V2U7,53.68266522900139,37.0,Homo sapiens
G3V325,44.44476818913974,37.0,Homo sapiens
G3V3A4,52.99794911169886,37.0,Homo sapiens
G3V3G9,51.57820845098815,37.0,Homo sapiens
G3V434,54.56707299702844,37.0,Homo sapiens
G3V483,53.87733876928195,37.0,Homo sapiens
G3V4F0,54.41712557833668,37.0,Homo sapiens
G3V4K3,48.904878977939894,37.0,Homo sapiens
G3V4T2,50.8533481111117,37.0,Homo sapiens
G3V4T6,54.56853758719648,37.0,Homo sapiens
G3V526,52.995412068756956,37.0,Homo sapiens
G3V578,53.49193883785946,37.0,Homo sapiens
G3V5I3,50.33768466082994,37.0,Homo sapiens
G3V5N4,53.71127024388632,37.0,Homo sapiens
G3V5N8,50.489990737562096,37.0,Homo sapiens
G3V5R9,51.67881010204205,37.0,Homo sapiens
G3V5T9,52.843251656135436,37.0,Homo sapiens
G3XAA4,50.51057790637592,37.0,Homo sapiens
G3XAH0,54.28400291452711,37.0,Homo sapiens
G3XAI2,53.657230409393385,37.0,Homo sapiens
G5E948,50.618298694625075,37.0,Homo sapiens
G5E971,54.09060064113171,37.0,Homo sapiens
G5E972,55.11134439354714,37.0,Homo sapiens
G5E975,45.89846779393601,37.0,Homo sapiens
G5E9A6,44.211577531352255,37.0,Homo sapiens
G5E9I4,48.62432166406296,37.0,Homo sapiens
G5E9P3,45.86885861532241,37.0,Homo sapiens
G5E9V6,51.14179209377196,37.0,Homo sapiens
G5E9W9,54.8574709086517,37.0,Homo sapiens
G5EA09,51.90789256328455,37.0,Homo sapiens
G5EA30,47.41122021229178,37.0,Homo sapiens
G5EA36,51.13568310801719,37.0,Homo sapiens
G8JLB6,47.56697964544339,37.0,Homo sapiens
H0Y2M6,53.948438444420965,37.0,Homo sapiens
H0YKD8,55.65272112652353,37.0,Homo sapiens
H0YL70,52.835879055331304,37.0,Homo sapiens
H0YLI7,49.68016409033337,37.0,Homo sapiens
H0YM15,50.35224693200272,37.0,Homo sapiens
H0YMC0,53.351824344877485,37.0,Homo sapiens
H0YMV8,54.78245420648089,37.0,Homo sapiens
H3BLT4,54.680616867449984,37.0,Homo sapiens
H3BLZ8,50.49013226358051,37.0,Homo sapiens
H3BM74,46.3533404252665,37.0,Homo sapiens
H3BMF4,54.64776748363311,37.0,Homo sapiens
H3BN30,53.76182271960639,37.0,Homo sapiens
H3BND4,47.45767939794471,37.0,Homo sapiens
H3BNU0,55.70781632717228,37.0,Homo sapiens
H3BP13,49.80957850130152,37.0,Homo sapiens
H3BP20,55.46253436575695,37.0,Homo sapiens
H3BPE7,53.423724503626694,37.0,Homo sapiens
H3BPK2,58.11871475522253,37.0,Homo sapiens
H3BQK0,49.30806603169832,37.0,Homo sapiens
H3BQK9,48.84268515946643,37.0,Homo sapiens
H3BRJ5,48.999254021308346,37.0,Homo sapiens
H3BS01,50.462406951019425,37.0,Homo sapiens
H3BS19,50.00186168655434,37.0,Homo sapiens
H3BS72,53.83377178867318,37.0,Homo sapiens
H3BST1,53.778661527381985,37.0,Homo sapiens
H3BSW6,51.34462619843664,37.0,Homo sapiens
H3BTB6,53.459897424521245,37.0,Homo sapiens
H3BU86,51.25680177897638,37.0,Homo sapiens
H3BUF6,53.485348326490126,37.0,Homo sapiens
H3BVG0,48.52078057576088,37.0,Homo sapiens
H3BVI4,52.68088573080714,37.0,Homo sapiens
H7BXH9,54.52218430415041,37.0,Homo sapiens
H7BXI7,54.27297381050537,37.0,Homo sapiens
H7BY58,53.024548922361255,37.0,Homo sapiens
H7BY64,51.76242615164447,37.0,Homo sapiens
H7BYJ1,49.729352093719456,37.0,Homo sapiens
H7BYT1,51.73201810616232,37.0,Homo sapiens
H7BYZ3,53.481089826500046,37.0,Homo sapiens
H7BZ08,53.07221378995608,37.0,Homo sapiens
H7C2I1,52.72028515483724,37.0,Homo sapiens
H7C2Q8,52.5597057070721,37.0,Homo sapiens
H8Y6P7,51.08704478083677,37.0,Homo sapiens
H9KV28,48.34483208795835,37.0,Homo sapiens
