Protein,species,asymptote,mid,m,Tm,r2,ogt,organism
A6NK88_CDKN1C,Homo sapiens K562 lysate,0.28425366546953135,48.92198695788296,524.25583042173,53.090228975693364,0.9285528785081292,37,Homo sapiens
A6NKZ2_RENBP,Homo sapiens K562 lysate,0.09556862361530455,52.65522304230417,628.8686598995768,53.61435068390426,0.9759501703823811,37,Homo sapiens
A6NMH6_SEPT8,Homo sapiens K562 lysate,0.1799567452812496,48.34058717318384,656.5145553613648,49.9833106734143,0.9858035736568264,37,Homo sapiens
A6NMQ1_POLA1,Homo sapiens K562 lysate,0.2450108403353744,46.58973229536253,1112.7055507410166,47.94595844863761,0.993849129198174,37,Homo sapiens
A6NNH0_GATSL1,Homo sapiens K562 lysate,0.29012384985853523,47.73821417499502,766.2476232865541,50.48797663155558,0.9716751345691831,37,Homo sapiens
A6PW57_PIP5K1A,Homo sapiens K562 lysate,0.24943383416244078,42.934058064253676,8727.223390704625,43.21386897048781,0.934574736309072,37,Homo sapiens
A6QRH7_FAM3A,Homo sapiens K562 lysate,0.26398417806113944,46.97884130814598,1046.9714912320194,48.6391323077131,0.9800906879041578,37,Homo sapiens
A8K0B5_ZBTB8OS,Homo sapiens K562 lysate,0.10896985928707137,50.045803403084435,9999.01639238032,50.20440468657137,0.9756392166783692,37,Homo sapiens
A8K7Q2_HSPA8,Homo sapiens K562 lysate,8.093525614068686e-23,48.283822571214564,755.3971001509186,48.28877764606125,0.9895263846605921,37,Homo sapiens
A8MPS7_YDJC,Homo sapiens K562 lysate,0.2707757250182475,49.65544990720118,1146.6297767400088,51.41568283060648,0.9732029882807236,37,Homo sapiens
A8MRB1_S100B,Homo sapiens K562 lysate,0.3738945720451142,48.921343798555206,1115.3951423129004,52.07670140275626,0.9048729004794064,37,Homo sapiens
A8MTK3_POT1,Homo sapiens K562 lysate,0.1799271141147565,47.847365360888844,1526.0172581561012,48.54821838181926,0.9925288590438107,37,Homo sapiens
A8MTY9_DSCR3,Homo sapiens K562 lysate,0.10108290683528798,45.466977308640736,664.5165844914054,46.18715610085974,0.9720740330519583,37,Homo sapiens
A8MU28_NAE1,Homo sapiens K562 lysate,0.11338778822359792,49.0058930776379,1197.9085239637716,49.53944779165683,0.9974787989276579,37,Homo sapiens
A8MUB1_TUBA4A,Homo sapiens K562 lysate,0.16129196632469636,45.545595268586425,727.9349127040692,46.69400525070284,0.986669411233227,37,Homo sapiens
A8MUM1_TSSC1,Homo sapiens K562 lysate,0.07565870734307054,50.602699698483995,762.1264152185545,51.164881145845335,0.9905369004771893,37,Homo sapiens
A8MVN1_DGKZ,Homo sapiens K562 lysate,0.1441728569921401,47.84354925044585,701.075885137966,48.981297448947245,0.9906936036921331,37,Homo sapiens
A8MVQ8_GGPS1,Homo sapiens K562 lysate,0.169017227847801,49.97905552719031,1641.0310290279804,50.633052711672825,0.9952213149326021,37,Homo sapiens
A8MVW0_FAM171A2,Homo sapiens K562 lysate,0.4272479785647818,46.547503305383735,9999.999973367987,46.98184771990829,0.9748779900612619,37,Homo sapiens
A8MVZ6_BICD1,Homo sapiens K562 lysate,0.15598706086916322,46.972528624827454,1005.4705802089444,47.81564955599419,0.9706598575338327,37,Homo sapiens
A8MXB9_SUMF2,Homo sapiens K562 lysate,0.1303836504562534,45.3305333343711,823.9417677923672,46.10209123188554,0.9956007765504604,37,Homo sapiens
A8MXV4_NUDT19,Homo sapiens K562 lysate,0.1084756113411308,52.16799003105101,1565.3867506002964,52.60817746886542,0.9884984747493437,37,Homo sapiens
A8MZF9_DRG2,Homo sapiens K562 lysate,0.05443316867488847,48.03266302571464,1617.6576951524787,48.207805085162725,0.998532290389263,37,Homo sapiens
A9Z1X7_SRRM1,Homo sapiens K562 lysate,0.3372707083721094,46.35909333071365,482.15649823148857,51.969908463825035,0.9642760518880449,37,Homo sapiens
B0FLL2_PFKFB2,Homo sapiens K562 lysate,0.1453714047474164,48.853961198721024,744.8559164457376,49.9808595515038,0.9902720317375044,37,Homo sapiens
B0QY89_EIF3L,Homo sapiens K562 lysate,0.1521178571826474,48.201818200666075,1762.9338884006845,48.699637840692255,0.9985916498212796,37,Homo sapiens
B0QY95_SMCR7L,Homo sapiens K562 lysate,0.10588878869369524,48.29373443284006,1257.4694216174862,48.74696511434634,0.9984390099572109,37,Homo sapiens
B0S7V7_CCHCR1,Homo sapiens K562 lysate,0.195107629297193,44.32482254415654,1072.0196660814895,45.268365611263754,0.9537748079871032,37,Homo sapiens
B0S872_PPT2,Homo sapiens K562 lysate,0.44486727820261857,50.14945769554441,9999.999999936632,50.89409244264545,0.9283042613170989,37,Homo sapiens
B0UXB6_ABHD16A,Homo sapiens K562 lysate,0.2864707788428552,46.684828330113525,1394.3907451682312,48.06225056189923,0.9859914173810886,37,Homo sapiens
B0UZY3_EHMT2,Homo sapiens K562 lysate,0.2605956084399691,43.911133176615536,875.7765321786953,45.61714677908975,0.977836367748329,37,Homo sapiens
B0V043_VARS,Homo sapiens K562 lysate,0.10467735581413658,44.265145170241325,1290.7912386406654,44.636571794827,0.997976855244791,37,Homo sapiens
B0YIW6_ARCN1,Homo sapiens K562 lysate,0.11269479324976744,48.90344398021248,1091.1262897891233,49.48197005262647,0.9928021630718742,37,Homo sapiens
B1AH59_ASCC2,Homo sapiens K562 lysate,0.05077023135872379,47.12919211834263,563.0645526964666,47.562072577243434,0.9948553584509021,37,Homo sapiens
B1AHD1_NHP2L1,Homo sapiens K562 lysate,0.16539951328220492,46.3611595302453,1002.0742761821949,47.25248650867385,0.9923749805351985,37,Homo sapiens
B1AHQ6_CENPM,Homo sapiens K562 lysate,0.020254766050581553,50.44018172724348,406.4565874605837,50.70466688110423,0.9613311694557564,37,Homo sapiens
B1AK53_ESPN,Homo sapiens K562 lysate,0.26588467187888437,48.32176111253609,1030.1316049472046,50.115076332308476,0.9556041965907563,37,Homo sapiens
B1AK81_PIGK,Homo sapiens K562 lysate,0.22308010662347305,48.7810713824263,1582.026952939809,49.7075262862915,0.9164938284848885,37,Homo sapiens
B1AK87_CAPZB,Homo sapiens K562 lysate,0.10281238420771929,53.198367979325965,821.2548057858406,54.00379858850418,0.986006366229738,37,Homo sapiens
B1AKJ5_NRD1,Homo sapiens K562 lysate,0.10780903603048962,49.398303857099144,1027.0297323758257,49.98269406550095,0.9912696415215926,37,Homo sapiens
B1AL69_CDC37L1,Homo sapiens K562 lysate,0.421282909299513,49.81193889588966,808.7606296160587,56.23167204634954,0.9807661698058682,37,Homo sapiens
B1ALG6_HELLS,Homo sapiens K562 lysate,0.4714946477104845,46.221858795766366,829.3889030946398,55.00277378652719,0.9210712695178179,37,Homo sapiens
B1AMF0_UBE2J2,Homo sapiens K562 lysate,0.10737261100950143,49.79000687557673,1326.8849731051248,50.25742908614586,0.9847230780890653,37,Homo sapiens
B1AMS2_SEPT6,Homo sapiens K562 lysate,0.31418638651745867,46.32920806413328,659.2333316880109,49.805768861305715,0.9834794078155635,37,Homo sapiens
B1AMU7_EXOSC1,Homo sapiens K562 lysate,0.13281557542409264,47.780173157067644,1395.408065483312,48.30682637190665,0.9882186295305412,37,Homo sapiens
B1ANH0_GUK1,Homo sapiens K562 lysate,0.09331030691385964,46.903807483076456,1026.025946851564,47.36220875673084,0.9955990190280634,37,Homo sapiens
B1APM4_SOAT1,Homo sapiens K562 lysate,0.36226872901694857,50.28854173823764,1408.0251321136143,52.74710193186701,0.9879772045158173,37,Homo sapiens
B1APN9_PPFIA4,Homo sapiens K562 lysate,0.3290479216891789,45.51991927814091,1050.1857718588612,47.76472452015538,0.9090574092238144,37,Homo sapiens
B3KP81_MEIS2,Homo sapiens K562 lysate,0.3190780329187989,47.48250843336666,1501.5564695332146,49.070410285490226,0.9770808278576727,37,Homo sapiens
B3KPG5_WDR20,Homo sapiens K562 lysate,0.3082725033011296,52.09579251001897,757.8057619540077,55.78307170182084,0.9862637929135213,37,Homo sapiens
B3KQZ9_TRADD,Homo sapiens K562 lysate,0.16736762824049614,49.99871180922146,1069.456324256017,50.97130483313077,0.9886054065060913,37,Homo sapiens
B3KR64_SLC25A12,Homo sapiens K562 lysate,0.02801251473291589,47.63870620552057,872.7382216927768,47.79230737893048,0.9774795140184941,37,Homo sapiens
B3KS98_EIF3S3,Homo sapiens K562 lysate,0.2549246781765077,50.00538209203013,1429.8230120411206,51.30915966949986,0.9914644544427875,37,Homo sapiens
B3KSH1_EIF3F,Homo sapiens K562 lysate,0.24611277961831937,48.32873089080433,1342.178321391208,49.56414942895374,0.9853404116890451,37,Homo sapiens
B3KSI9_LZTFL1,Homo sapiens K562 lysate,0.24169580457514092,49.0290540660423,910.4531575750036,50.846542590283505,0.9760039573797837,37,Homo sapiens
B3KVZ3_CENPH,Homo sapiens K562 lysate,0.09761836009707596,44.76191948566716,684.1074946335386,45.41727565596416,0.9959728209076218,37,Homo sapiens
B3KY83_RXRA,Homo sapiens K562 lysate,0.16835544389780638,49.01315221284784,2002.466734148238,49.53566499158456,0.9790115810104735,37,Homo sapiens
B4DDF4_CNN2,Homo sapiens K562 lysate,0.38229468441981945,50.01439947845883,2747.5114920567116,51.44994814218825,0.9644931755321706,37,Homo sapiens
B4DDV3_SIRT6,Homo sapiens K562 lysate,0.21182627587772157,46.08830471371053,860.3238994741153,47.50827405275936,0.9954426402395712,37,Homo sapiens
B4DDY8_HARS2,Homo sapiens K562 lysate,0.17163544213045745,48.8956688164425,1277.8488470648424,49.708916183996685,0.9969139761248231,37,Homo sapiens
B4DE16_CTNNBL1,Homo sapiens K562 lysate,0.2745606678344998,45.08534084296426,637.0800397945916,47.79074883936547,0.9666211232661897,37,Homo sapiens
B4DEK4_SNX2,Homo sapiens K562 lysate,0.06025254452136522,44.599052959766446,1286.808402065036,44.801966596267334,0.997510999270141,37,Homo sapiens
B4DEX5_PRNPIP,Homo sapiens K562 lysate,0.12522084415490195,46.64942529011365,1150.985537840454,47.21229149509511,0.994539870390031,37,Homo sapiens
B4DF64_HAUS3,Homo sapiens K562 lysate,0.16589867949434314,46.796116547840796,1116.5910492618607,47.61611762845267,0.9952049852268118,37,Homo sapiens
B4DFL2_IDH2,Homo sapiens K562 lysate,0.12532251161232275,44.36908138408057,850.9674691520937,45.04969359853234,0.9939189662045177,37,Homo sapiens
B4DFQ4_COMMD1,Homo sapiens K562 lysate,0.06761499161279236,50.3210594669752,460.9907783797298,51.13519102116172,0.9799122968147451,37,Homo sapiens
B4DGW0_PIAS2,Homo sapiens K562 lysate,0.2175736416920662,45.77369489254548,816.2681399483114,47.304029739395574,0.9804974318921225,37,Homo sapiens
B4DGX2_PIP4K2A,Homo sapiens K562 lysate,0.12599139378156582,51.588755656899586,960.7527842689718,52.41684232186871,0.9962074629361437,37,Homo sapiens
B4DH53_MAP1S,Homo sapiens K562 lysate,0.3218313112640848,46.69557150222684,1578.632812577859,48.19424604630152,0.9328682256379051,37,Homo sapiens
B4DJ07_EXOC7,Homo sapiens K562 lysate,0.12713694725392488,44.489733278332906,811.2151099343512,45.22720917985206,0.9982826812196666,37,Homo sapiens
B4DJ85_GLMN,Homo sapiens K562 lysate,0.14532752403594706,44.11501226446082,720.845984951531,45.06563052010995,0.9962225641393713,37,Homo sapiens
B4DJA5_RAB5A,Homo sapiens K562 lysate,0.09052737156207895,48.5030680478701,853.7588859048442,49.06241084037226,0.9927847998425844,37,Homo sapiens
B4DJV2_CS,Homo sapiens K562 lysate,0.08917343440929267,49.09235235032466,1721.7416847960205,49.383960455687664,0.9984129535367634,37,Homo sapiens
B4DK69_AKR1C2,Homo sapiens K562 lysate,0.30264599939611947,46.52161107854255,1987.8065492957485,47.60586781072443,0.9690417318095901,37,Homo sapiens
B4DK80_TOP3A,Homo sapiens K562 lysate,0.4160163897954335,46.287149756987034,9049.126451142845,46.868917905626965,0.930851104414614,37,Homo sapiens
B4DKB2_ECE1,Homo sapiens K562 lysate,0.4911562782564748,46.749163225436114,1058.7128359091898,56.901311723326316,0.90460484864316,37,Homo sapiens
B4DKV7_EPS8L1,Homo sapiens K562 lysate,0.4116146015746204,46.79582880515578,434.8032817239157,57.540124505222686,0.9196630644507774,37,Homo sapiens
B4DLR8_NQO1,Homo sapiens K562 lysate,0.1711426971261028,47.866873012515114,1187.1293731149067,48.703117446503704,0.9965247552970521,37,Homo sapiens
B4DME9_KLC4,Homo sapiens K562 lysate,0.36178878145398213,46.95432898824977,756.1030631472621,51.03206286254162,0.959060967621347,37,Homo sapiens
B4DP11_PTGES3,Homo sapiens K562 lysate,0.3746422280099177,50.43633497885702,1723.4225448544025,52.613643345502425,0.9150540440333302,37,Homo sapiens
B4DPY5_SNX11,Homo sapiens K562 lysate,0.11725919534299456,46.64260708516189,515.4975467538002,47.803780780884395,0.9847465687620014,37,Homo sapiens
B4DQ51_ACADSB,Homo sapiens K562 lysate,0.14136784104173766,44.97302433611208,579.917548386552,46.169233322410896,0.9883389974065061,37,Homo sapiens
B4DQE7_HDAC8,Homo sapiens K562 lysate,2.581514369504359e-22,46.34034582240118,820.8909011875147,46.34602803721273,0.9942490845662825,37,Homo sapiens
B4DQJ8_PGD,Homo sapiens K562 lysate,0.09507898779301675,51.16477535461742,2171.606421042445,51.437419085852525,0.9946979935206056,37,Homo sapiens
B4DQP0_AKIRIN1,Homo sapiens K562 lysate,0.48657398915019956,48.39086890408823,1894.6127621623423,53.39172696168283,0.9362077426992536,37,Homo sapiens
B4DR52_HIST2H2BF,Homo sapiens K562 lysate,0.14243878825131842,47.268995828775886,1256.023479130794,47.878333953861585,0.9987482837651042,37,Homo sapiens
B4DR67_ALG5,Homo sapiens K562 lysate,0.05847981752071261,44.717365508508074,524.0999552559714,45.20230231597362,0.9919831961641702,37,Homo sapiens
B4DR80_STK24,Homo sapiens K562 lysate,0.11973893629078897,47.06871581929214,952.2492675215157,47.723105339120806,0.9954508763582787,37,Homo sapiens
B4DRC4_ASB6,Homo sapiens K562 lysate,0.12627586593970214,45.44036332787833,848.1280299861305,46.168225460572785,0.9862192431925505,37,Homo sapiens
B4DS55_CCDC132,Homo sapiens K562 lysate,0.10426689646393764,42.88701430400607,9825.599405860787,42.86226637590387,0.9689528267163288,37,Homo sapiens
B4DSD4_C9orf41,Homo sapiens K562 lysate,0.23860756963843574,45.00460089151374,869.230760698754,46.588539113326604,0.9706952642750112,37,Homo sapiens
B4DSS5_KIAA0513,Homo sapiens K562 lysate,0.08610085493406858,43.571765064026366,591.3426296818981,44.19338655439695,0.9898235657895655,37,Homo sapiens
B4DSS8_PTBP2,Homo sapiens K562 lysate,0.326067993915176,48.85037979653205,2414.620723337037,49.93107697575252,0.9840966207911592,37,Homo sapiens
B4DT77_ANXA7,Homo sapiens K562 lysate,0.08510463642590364,50.02709638120977,9986.870613530207,50.145514217940594,0.9914016879708908,37,Homo sapiens
B4DUB9_SLC35F2,Homo sapiens K562 lysate,0.12281418338283547,47.89954192784174,574.4572809933577,49.054468713723296,0.9777847651040822,37,Homo sapiens
B4DUE9_SERINC3,Homo sapiens K562 lysate,0.3787619331437771,48.61277653231247,1434.227338235082,51.07780556297967,0.9167202425696782,37,Homo sapiens
B4DUS9_BPNT1,Homo sapiens K562 lysate,0.11152828207107235,52.17913206292315,1434.9401480085721,52.67225982457409,0.9959608736016557,37,Homo sapiens
B4DVE7_ANXA11,Homo sapiens K562 lysate,0.08671829326807912,48.329672004622175,2046.3522430899382,48.56160462740264,0.9990145118501149,37,Homo sapiens
B4DVH1_LMAN2L,Homo sapiens K562 lysate,0.10664137543192809,47.20550228066837,1349.5955215747667,47.61684832102351,0.953580265375583,37,Homo sapiens
B4DVT3_VWA9,Homo sapiens K562 lysate,0.19040402025447808,49.673210731794406,1404.977431184258,50.550062063404795,0.9958423383564128,37,Homo sapiens
B4DWI1_HACL1,Homo sapiens K562 lysate,0.0983548260138201,50.264371952230704,494.8468837404288,51.415439880637614,0.9908749246353064,37,Homo sapiens
B4DXZ6_FXR1,Homo sapiens K562 lysate,0.391380402757459,44.524661935404275,1009.1546518202804,47.77029216706382,0.9848533752095909,37,Homo sapiens
B4DZG6_TMEM48,Homo sapiens K562 lysate,0.2934844659958943,46.306277554300685,1015.846329017607,48.27345647173611,0.9895560438006763,37,Homo sapiens
B4DZG7_ARL1,Homo sapiens K562 lysate,0.24238149915414633,46.14739538943091,552.6359341399857,48.85937753853442,0.9678429887449085,37,Homo sapiens
B4DZH6_HDAC6,Homo sapiens K562 lysate,0.18844824991132372,46.05277296152267,1466.977501987221,46.76208584778629,0.9952594362171252,37,Homo sapiens
B4DZI8_COPB2,Homo sapiens K562 lysate,0.20510412956424237,48.88032875597021,1480.1539821920117,49.76316936348144,0.9961756972388027,37,Homo sapiens
B4DZW6_RMDN1,Homo sapiens K562 lysate,0.14758486477325566,50.0851996542228,9999.999990035738,50.30657707196685,0.9459152427388651,37,Homo sapiens
B4E0K5_MAPK14,Homo sapiens K562 lysate,0.0686394966263565,44.43883367207653,923.9675839317878,44.76221498860225,0.9991679409240573,37,Homo sapiens
B4E1D7_PNPO,Homo sapiens K562 lysate,0.32018746281706456,48.12469128628093,1136.6526867213731,50.33059365794423,0.9727518949137356,37,Homo sapiens
B4E1N6_RAF1,Homo sapiens K562 lysate,0.1609443279803801,46.48056247134574,804.9472723463484,47.560427456444515,0.9261981570098422,37,Homo sapiens
B4E2W0_HADHB,Homo sapiens K562 lysate,0.16152069779974715,49.09551904887802,2113.3445020010636,49.5683409919229,0.9899279874190205,37,Homo sapiens
B4E2X3_METTL13,Homo sapiens K562 lysate,0.17148470884322564,45.88121776187944,897.5416078116162,46.89318307861856,0.9953433985742152,37,Homo sapiens
B4E321_OS9,Homo sapiens K562 lysate,0.2928944092986347,48.5575674594873,543.2961833060336,52.72168966490826,0.9847701149950118,37,Homo sapiens
B4E3E5_DVL3,Homo sapiens K562 lysate,0.38813959601553677,47.3839776421439,1224.2091839233537,50.336933418348416,0.9772785951349041,37,Homo sapiens
B5MC59_RPA3,Homo sapiens K562 lysate,0.11248025014657766,50.56920947476991,916.7979050012243,51.29958204312298,0.9957643775112685,37,Homo sapiens
B5MCA4_EPCAM,Homo sapiens K562 lysate,0.17375406589234785,45.992797360340255,695.1536465217071,47.34223545147521,0.9961633327948174,37,Homo sapiens
B5MCF9_PES1,Homo sapiens K562 lysate,0.15665881463658787,44.49358492451522,1078.8605045591487,45.20744896048597,0.995595357651385,37,Homo sapiens
B5MCT8_RPS9,Homo sapiens K562 lysate,0.1258947438000341,44.407462833805056,690.6164521379503,45.26107329072696,0.9919359640483681,37,Homo sapiens
B5MCU0_R3HDM2,Homo sapiens K562 lysate,0.4242599857969688,49.11488833777296,1264.592501374745,52.99980879383719,0.9642500834161777,37,Homo sapiens
B5MCV2_D2HGDH,Homo sapiens K562 lysate,0.09861134877318428,47.78612917423889,476.37935879312744,48.86629940696742,0.9796739669216767,37,Homo sapiens
B5MDU6_C2orf43,Homo sapiens K562 lysate,0.05177719736201004,46.80788700293219,706.0830600057344,47.15410722882094,0.9904939682239758,37,Homo sapiens
B7WP27_CWC22,Homo sapiens K562 lysate,0.3544311106746163,41.552398439373086,967.1627382555477,43.893989175941144,0.9843296485098618,37,Homo sapiens
B7WPE2_EML3,Homo sapiens K562 lysate,0.23624552828326237,48.64035709373528,960.3275356976843,50.28531543124721,0.9899406967978696,37,Homo sapiens
B7Z1I0_ILK,Homo sapiens K562 lysate,0.20466280848326066,45.73836465631912,963.8346327537465,46.91563215575883,0.9919338581886726,37,Homo sapiens
B7Z254_PDIA6,Homo sapiens K562 lysate,0.06628092037948004,53.40420543591637,1775.6090485241953,53.64096341532368,0.9964379206799073,37,Homo sapiens
B7Z2C3_PPM1F,Homo sapiens K562 lysate,0.07903029919450502,47.55272982374349,875.3869851266579,48.00141337517596,0.9942436013310088,37,Homo sapiens
B7Z2X9_ENO2,Homo sapiens K562 lysate,1.1948856260819364e-31,59.15344274241308,632.1674462177587,59.1558790440052,0.9654302656694276,37,Homo sapiens
B7Z382_NT5C2,Homo sapiens K562 lysate,0.2510379229083459,51.32682204714362,1454.5062813114448,52.64536941254844,0.9908747520633918,37,Homo sapiens
B7Z3I5_EVL,Homo sapiens K562 lysate,0.2686048416184584,50.933224946766465,1933.1667459127138,51.989811229620095,0.9622524098518289,37,Homo sapiens
B7Z3T9_LZTR1,Homo sapiens K562 lysate,0.10432352099028049,45.229621122458134,610.7040107966748,46.02852414224009,0.9566213348998178,37,Homo sapiens
B7Z463_NPEPPS,Homo sapiens K562 lysate,2.6170242176179447e-16,45.14152379962389,407.102560229188,45.144498030294535,0.902925327081065,37,Homo sapiens
B7Z491_MTM1,Homo sapiens K562 lysate,0.2464519778800381,48.8805624368018,1508.20840722872,49.982232355160015,0.9928561957062114,37,Homo sapiens
B7Z5C3_PFKFB4,Homo sapiens K562 lysate,0.25787954551986947,46.530911830439614,787.6227129467674,48.63164693632839,0.9903418725878957,37,Homo sapiens
B7Z5N5_SMAD2,Homo sapiens K562 lysate,0.12800314579648273,46.445843463178385,822.2901666173228,47.24453124277274,0.9968435383421628,37,Homo sapiens
B7Z5R1_AKT1,Homo sapiens K562 lysate,0.08734709372057885,46.70262533081523,861.7733074631882,47.20104407210657,0.9983328787387973,37,Homo sapiens
B7Z5R6_NBR1,Homo sapiens K562 lysate,0.48473725558092196,47.98785336907728,1357.2425481160187,54.78373464357465,0.9683390271950468,37,Homo sapiens
B7Z5X7_WARS2,Homo sapiens K562 lysate,0.2123672014435585,44.91070618303063,741.31313843414,46.48422954151342,0.9844383991358668,37,Homo sapiens
B7Z637_ARMC8,Homo sapiens K562 lysate,0.14202098531992446,49.72091216053962,1023.0589774422717,50.55446305436737,0.9858974586364321,37,Homo sapiens
B7Z6B8_DECR1,Homo sapiens K562 lysate,0.07352463842089685,49.63635526131359,1107.327219465296,49.992937199152664,0.993713734841876,37,Homo sapiens
B7Z7F1_ACAD8,Homo sapiens K562 lysate,0.40727394761327784,48.465313237074525,995.6547896463213,52.8174868003942,0.9697082629796037,37,Homo sapiens
B7Z815_USP7,Homo sapiens K562 lysate,0.1203449232997081,46.032083446062494,1066.1033548782452,46.59836906895987,0.9991597673451418,37,Homo sapiens
B7Z817_DHCR24,Homo sapiens K562 lysate,0.26276083519703924,48.07948107119026,2467.495778601377,48.813438750853955,0.9415253217116638,37,Homo sapiens
B7ZAA0_PMS1,Homo sapiens K562 lysate,0.3951723476309346,49.73510908843995,656.4570779691658,56.43302711694989,0.928304290746593,37,Homo sapiens
B7ZAR1_CCT5,Homo sapiens K562 lysate,0.09485403549645965,48.7752355670463,829.6676111594375,49.395494658145395,0.9900757760093243,37,Homo sapiens
B7ZBJ4_CAB39L,Homo sapiens K562 lysate,0.059524528296136914,45.79193099749922,559.4200934565924,46.27844127036576,0.9849692483549363,37,Homo sapiens
B7ZC38_SH3GLB2,Homo sapiens K562 lysate,0.15670539962141733,47.96055031743066,1378.1068552190225,48.61302635615802,0.9929992805477547,37,Homo sapiens
B7ZKK9_PPP2R5E,Homo sapiens K562 lysate,0.07595156136829345,46.46330667887235,746.1425317417179,46.94633562771324,0.996906925858116,37,Homo sapiens
B7ZLX3_CLASP1,Homo sapiens K562 lysate,0.2519498794708952,48.00548507870572,963.0659204182507,49.75869122805896,0.9852069014701265,37,Homo sapiens
B7ZLZ2_EDEM3,Homo sapiens K562 lysate,0.2110724679596417,48.30404558636386,776.1651942784927,50.01173488614728,0.9841139416789344,37,Homo sapiens
B8Q185_GYPA,Homo sapiens K562 lysate,0.49721776049454397,44.20477123245111,838.0741205334476,60.886972978614914,0.945871821378578,37,Homo sapiens
B8ZZ50_EIF4E2,Homo sapiens K562 lysate,0.1556074932255358,48.816286897479834,1176.5279546838808,49.59805700064324,0.9913271720729601,37,Homo sapiens
B8ZZJ9_EIF4E2,Homo sapiens K562 lysate,0.0669167073814506,49.709690374652645,880.2179308462412,50.120470981258734,0.9427100580414467,37,Homo sapiens
B8ZZU8_TCEB2,Homo sapiens K562 lysate,0.41750127132305825,50.71361052850026,2893.1572391036134,52.46339795311257,0.917596118930304,37,Homo sapiens
B9A018_USP39,Homo sapiens K562 lysate,0.10863662323728626,45.07845904467728,1078.9865767493243,45.5572943305556,0.9931424834352612,37,Homo sapiens
C0H5X6_PEX7,Homo sapiens K562 lysate,0.24045310185454682,50.394349848949204,870.939928602223,52.39841334325605,0.9900199611959543,37,Homo sapiens
C9IZ93_UBE2F,Homo sapiens K562 lysate,0.3644102332207867,50.54128799457122,2581.2583382924286,51.89381332427018,0.9633562487653425,37,Homo sapiens
C9J0I9_ZC3HC1,Homo sapiens K562 lysate,0.20570510820287566,45.582628804033696,905.0497366240652,46.841870869301395,0.9860342039956865,37,Homo sapiens
