accession,Tm,ogt
O00471,46.55737278483676,37.0
O00481,54.28614433864958,37.0
O00483,56.20940640769248,37.0
O00487,52.166160748865366,37.0
O00499,48.90449403622763,37.0
O00505,51.19094754834508,37.0
O00506,52.02019749851564,37.0
O00512,52.95902227405273,37.0
O00522,48.104568132057054,37.0
O00534,50.74730453215626,37.0
O00541,44.460200325357896,37.0
O00560,50.60275817525211,37.0
O00566,48.8003454722737,37.0
O00567,52.31978315122181,37.0
O00571,45.904447963704925,37.0
O00584,58.13067502406509,37.0
O00587,51.23124222937068,37.0
O00592,62.03348261306645,37.0
O00623,52.25192547409021,37.0
O00628,55.4697424884282,37.0
O00629,53.80201263914636,37.0
O00635,46.70903485630024,37.0
O00716,48.37224219304536,37.0
O00743,56.41305370626819,37.0
O00746,59.85179928808029,37.0
O00750,48.05700390410896,37.0
O00754,60.98943506115014,37.0
O00762,47.76154501234997,37.0
O00764,58.72395994649444,37.0
O00767,49.463798742838215,37.0
O14494,62.87442664545828,37.0
O14497,46.75777850669687,37.0
O14503,52.855592321892246,37.0
O14519,52.557768024091615,37.0
O14523,52.75254308772299,37.0
O14526,46.75679471328959,37.0
O14530,53.72399799557666,37.0
O14545,53.096705698621726,37.0
O14548,61.000862944967984,37.0
O14561,57.306453522758304,37.0
O14562,51.287054047825535,37.0
O14578,49.18052796947922,37.0
O14579,50.93525279846126,37.0
O14593,42.84761412758806,37.0
O14617,49.3296709998312,37.0
O14618,51.39874189697727,37.0
O14639,49.38312436553591,37.0
O14641,41.1702872409849,37.0
O14646,43.71877961229702,37.0
O14653,52.81719815791365,37.0
O14656,56.75146729899894,37.0
O14657,51.33765141667277,37.0
O14672,56.08861432980624,37.0
O14678,55.50553744784264,37.0
O14681,54.3878790803175,37.0
O14717,44.74243981721944,37.0
O14727,48.37519961477004,37.0
O14730,57.30726041129497,37.0
O14732,58.01474010469381,37.0
O14733,50.29651819371624,37.0
O14734,58.79192727828425,37.0
O14735,58.54163762244001,37.0
O14737,59.113541341591,37.0
O14744,56.18345704970131,37.0
O14745,56.70781039312603,37.0
O14757,51.18408387995044,37.0
O14763,56.33901490954662,37.0
O14772,54.02957731986579,37.0
O14773,53.29324872680768,37.0
O14775,51.46547727674067,37.0
O14776,47.32464821768228,37.0
O14777,44.13734697503361,37.0
O14787,47.34277638789767,37.0
O14795,46.38282920812623,37.0
O14802,47.29607201005646,37.0
O14818,64.04132492689436,37.0
O14828,62.388761773324575,37.0
O14841,52.80037166307146,37.0
O14867,55.49830228370112,37.0
O14907,45.31441176233774,37.0
O14908,47.25719116058734,37.0
O14920,46.53811452455445,37.0
O14924,44.98671888761718,37.0
O14925,60.71874919773726,37.0
O14929,51.22064662654986,37.0
O14933,48.93771172482008,37.0
O14936,50.04705564176376,37.0
O14949,59.5447057741843,37.0
O14964,50.343828876074674,37.0
O14965,51.16772470850229,37.0
O14966,54.36310922077927,37.0
O14967,50.76667675771949,37.0
O14972,50.73440993533481,37.0
O14974,48.12279792418466,37.0
O14975,47.87248365702588,37.0
O14976,44.66538974295596,37.0
O14980,49.25663541836499,37.0
O14981,49.06689594103312,37.0
O15014,47.364067163652045,37.0
O15020,43.83022143306119,37.0
O15027,47.462772664670624,37.0
O15040,55.01952405621569,37.0
O15042,44.84059234935452,37.0
O15047,44.560451306104696,37.0
O15056,46.97759279863793,37.0
O15066,49.34474838771727,37.0
O15067,49.54520368878911,37.0
O15084,52.38261534724669,37.0
O15085,46.892681125194905,37.0
O15091,43.86248816544018,37.0
O15111,45.70915016527296,37.0
O15116,61.86820122875927,37.0
O15117,49.20474621286512,37.0
O15118,57.512864765820495,37.0
O15120,53.67385403042377,37.0
O15121,56.93511796276775,37.0
O15126,62.34831930211581,37.0
O15127,57.005624029309296,37.0
O15131,44.37238388872834,37.0
O15143,55.9510087953761,37.0
O15144,57.33483031707933,37.0
O15145,55.59961145849853,37.0
O15160,47.22712335285212,37.0
O15162,55.988782478388885,37.0
O15165,56.41532782934381,37.0
O15173,54.52050187442422,37.0
O15182,48.14429055007992,37.0
O15197,47.29621649464611,37.0
O15212,58.52643441420433,37.0
O15217,48.02092700316917,37.0
O15228,52.619148556660754,37.0
O15235,52.21456455455112,37.0
O15254,53.577919809954345,37.0
O15258,58.6261428210912,37.0
O15260,59.01081664181809,37.0
O15269,50.02591781251755,37.0
O15270,52.518717255089655,37.0
O15287,43.962051233945736,37.0
O15294,43.42199504197294,37.0
O15304,46.77583689605584,37.0
O15305,52.91000703674706,37.0
O15315,52.35454332125693,37.0
O15318,52.47831137024128,37.0
O15321,50.82570095210298,37.0
O15347,57.76846329678141,37.0
O15355,46.41429583738376,37.0
O15371,46.3667863972788,37.0
O15379,47.53654849731861,37.0
O15382,58.94370271727983,37.0
O15397,46.38046470655632,37.0
O15427,62.92544922859275,37.0
O15439,56.79432510400446,37.0
O15446,61.13684430261095,37.0
O15484,57.1796243931805,37.0
O15498,55.53967056438241,37.0
O15511,56.54875099654961,37.0
O15514,61.87819101578366,37.0
O15530,50.10496995609795,37.0
O15533,50.52070132284503,37.0
O15534,49.40247893093737,37.0
O15541,57.52812783346402,37.0
O15550,46.40995039990536,37.0
O43143,55.70095867864532,37.0
O43148,55.85129104669977,37.0
O43149,51.5007450663547,37.0
O43156,46.73589872256511,37.0
O43157,55.2432483095491,37.0
O43164,52.09939523449636,37.0
O43166,51.07858968514487,37.0
O43167,52.88598686484656,37.0
O43169,61.76152152287853,37.0
O43175,55.54439060425133,37.0
O43237,51.87326998564858,37.0
O43242,57.158840291365074,37.0
O43252,55.65626517291776,37.0
O43255,54.50857350739479,37.0
O43257,48.64505492339256,37.0
O43264,47.57708534678518,37.0
O43278,58.755742783119146,37.0
O43290,54.471033517668126,37.0
O43292,51.776193271314405,37.0
O43295,47.89776756906842,37.0
O43299,49.6733984944883,37.0
O43303,45.9279582936655,37.0
O43310,53.02714491405104,37.0
O43312,51.12003571945863,37.0
O43314,53.52936250745449,37.0
O43318,47.32572618438098,37.0
O43324,46.3382383189598,37.0
O43379,45.98525715252433,37.0
O43396,48.418160724666016,37.0
O43399,58.51217628730503,37.0
O43402,53.875941305041536,37.0
O43405,52.56093390318352,37.0
O43414,52.85160946951869,37.0
O43422,48.5648682256316,37.0
O43426,49.30449709894723,37.0
O43427,48.71929413346883,37.0
O43432,45.04420188273955,37.0
O43447,50.49316940292479,37.0
O43482,52.70445600455207,37.0
O43488,52.53383960642452,37.0
O43491,52.8072161544291,37.0
O43502,51.367994406802175,37.0
O43504,57.70788500069389,37.0
O43513,53.813486759046334,37.0
O43516,56.74954665917666,37.0
O43521,52.84706588990886,37.0
O43524,50.2591080924609,37.0
O43529,52.32431573256445,37.0
O43542,51.108239190948815,37.0
O43543,53.9695390019197,37.0
O43566,44.70867685804292,37.0
O43572,44.218594468702825,37.0
O43583,57.05296342846091,37.0
O43586,51.3682839493153,37.0
O43592,48.69315685067039,37.0
O43598,61.1663515190499,37.0
O43615,50.72943013682274,37.0
O43617,54.021411266025176,37.0
O43633,54.63288620781105,37.0
O43639,46.39767276064753,37.0
O43660,53.423445368574384,37.0
O43663,43.65173666356876,37.0
O43665,51.08198714769484,37.0
O43670,59.14903076417606,37.0
O43674,54.6480395883418,37.0
O43676,62.99144954591582,37.0
O43677,57.665296076031765,37.0
O43678,52.46538292901067,37.0
O43681,58.315913835804,37.0
O43683,45.59645802360301,37.0
O43684,55.81929684239624,37.0
O43707,54.63561371270543,37.0
O43708,54.065850985035134,37.0
O43709,53.93608958415958,37.0
O43715,59.1059947911143,37.0
O43719,45.86986337715561,37.0
O43736,53.31964757781218,37.0
O43741,47.77128230711757,37.0
O43747,47.680648306097375,37.0
O43752,54.123455734893874,37.0
O43759,59.16651949299123,37.0
O43765,50.10797463605076,37.0
O43766,54.5748939454268,37.0
O43768,64.57576106645043,37.0
O43772,58.84272901041897,37.0
O43776,58.05797860684017,37.0
O43795,48.2209476014769,37.0
O43805,52.95182528150171,37.0
O43808,60.22556271196212,37.0
O43809,57.11108709685059,37.0
O43813,57.619483696873296,37.0
O43815,54.79309535127047,37.0
O43819,49.70173155291437,37.0
O43822,48.16077602863898,37.0
O43823,52.60476906097852,37.0
O43829,55.58651216990899,37.0
O43837,51.35763767856334,37.0
O43847,49.817457605452574,37.0
O43852,59.56256236390466,37.0
O43861,55.25157883093686,37.0
O43865,53.96813071098696,37.0
O43903,52.86416341956973,37.0
O43909,53.26291543191208,37.0
O43913,46.31467090070743,37.0
O43920,55.86049642701364,37.0
O43924,53.8035137359622,37.0
O43929,45.84972945386188,37.0
O43933,47.61221108569565,37.0
O43934,59.86938258277486,37.0
O60231,49.04498312861971,37.0
O60234,50.53987928256288,37.0
O60239,51.09567857938877,37.0
O60244,47.52447003829504,37.0
O60256,59.85434607128429,37.0
O60264,47.67537543317599,37.0
O60266,49.44660447962318,37.0
O60271,48.94819939019487,37.0
O60291,55.87085805152774,37.0
O60292,48.755432767758656,37.0
O60294,47.93942801103831,37.0
O60306,46.873310436904674,37.0
O60307,47.816311872919705,37.0
O60313,49.905179652858685,37.0
O60315,51.36229076204133,37.0
O60331,50.38927843201281,37.0
O60333,50.97705947756158,37.0
O60337,53.05589421618474,37.0
O60341,45.95008598628723,37.0
O60343,49.564154599387166,37.0
O60346,50.61970559614,37.0
O60353,55.34604613285988,37.0
O60427,50.13519221128561,37.0
O60443,53.11560094754393,37.0
O60476,53.36496436598146,37.0
O60488,45.47963626745899,37.0
O60493,44.606035958111136,37.0
O60496,46.79736257308347,37.0
O60499,53.96117869575242,37.0
O60502,50.20258045057516,37.0
O60504,49.549777266279975,37.0
O60506,52.90049024356837,37.0
O60508,52.79836128606215,37.0
O60512,51.83579294364702,37.0
O60513,51.185501615048686,37.0
O60518,46.09388834562517,37.0
O60522,47.54016220761946,37.0
O60524,49.30422534170464,37.0
O60547,54.70124064737119,37.0
O60551,50.07456244476809,37.0
O60563,48.961303830092135,37.0
O60566,47.02140353907148,37.0
O60568,52.70104945387092,37.0
O60573,47.82781334997364,37.0
O60610,47.25440990057324,37.0
O60637,58.83019700188762,37.0
O60645,47.06524096417659,37.0
O60664,55.11644179854329,37.0
O60669,62.889909176717,37.0
O60671,53.59587942194131,37.0
O60678,49.59235684800633,37.0
O60683,51.68241237821304,37.0
O60684,46.38995388544456,37.0
O60701,53.35222387697948,37.0
O60711,49.30125254566932,37.0
O60725,50.77598195801864,37.0
O60739,51.72044575688828,37.0
O60749,51.075703070586,37.0
O60762,56.58762751652761,37.0
O60763,50.29606022367357,37.0
O60779,57.79483334150548,37.0
O60783,50.96253156998085,37.0
O60784,49.68701492537394,37.0
O60825,53.53512917310353,37.0
O60826,47.37865868058007,37.0
O60828,63.85173688923872,37.0
O60830,60.78918219004531,37.0
O60831,59.53422027439096,37.0
O60832,50.66758559839483,37.0
O60841,50.24226528102346,37.0
O60858,43.130235568848434,37.0
O60861,45.395343019145926,37.0
O60870,48.03517705318469,37.0
O60879,46.23951451086504,37.0
O60880,49.48066151439232,37.0
O60884,45.283902993895495,37.0
O60885,45.05998705146935,37.0
O60888,62.15213333410815,37.0
O60890,50.764599456317306,37.0
O60906,55.4141672688436,37.0
O60907,49.48191746443476,37.0
O60911,55.33569177086289,37.0
O60921,55.159499976643616,37.0
O60925,56.89093124457008,37.0
O60927,62.78270065721336,37.0
O60930,43.35294068678819,37.0
O60934,48.09419481653641,37.0
O60942,46.91683553692646,37.0
O75027,52.3736883698413,37.0
O75037,47.890664528131786,37.0
O75061,50.3634131277757,37.0
O75063,50.09719338225613,37.0
O75064,50.84756144085592,37.0
O75071,57.69967070989092,37.0
O75081,48.46725203541006,37.0
O75083,51.84471209046458,37.0
O75093,53.74981534404257,37.0
O75113,47.58073708295424,37.0
O75116,48.20615619552167,37.0
O75122,48.33960613360596,37.0
O75131,50.33673359290145,37.0
O75143,51.59340125796872,37.0
O75145,47.5767642023126,37.0
O75146,51.0225659318503,37.0
O75150,45.80080140474799,37.0
O75152,46.553825699661616,37.0
O75153,48.59610383634445,37.0
O75155,47.04651290166474,37.0
O75157,55.041068508649325,37.0
O75164,45.81208211947213,37.0
O75165,48.58397286506808,37.0
O75167,58.43754743880988,37.0
O75170,54.58961889966876,37.0
O75175,49.74464555468823,37.0
O75177,45.94261791881098,37.0
O75179,46.42781574663472,37.0
O75182,45.646153773717344,37.0
O75190,45.67758144612765,37.0
O75191,47.95970868239434,37.0
O75208,52.68017408480691,37.0
O75223,55.49875551233461,37.0
O75251,52.19524089644,37.0
O75306,55.88281585777437,37.0
O75312,51.42949605054597,37.0
O75317,51.64468327029208,37.0
O75323,56.61257574046802,37.0
O75330,45.74494810049332,37.0
O75340,51.40813053286598,37.0
O75347,58.04017623251792,37.0
O75348,53.5504961992476,37.0
O75351,50.893234136964765,37.0
O75352,59.2905795062109,37.0
O75356,53.26930452022016,37.0
O75362,51.01287226556583,37.0
O75367,52.72766640916589,37.0
O75368,53.97224869490544,37.0
O75369,49.07757220667086,37.0
O75376,45.39653682170709,37.0
O75379,62.86376781234321,37.0
O75380,63.23342840240949,37.0
O75381,55.03994261288305,37.0
O75385,46.85661627421732,37.0
O75386,47.814070571816366,37.0
O75390,52.45100708702894,37.0
O75391,54.66256164648164,37.0
O75396,52.52713661375433,37.0
O75400,44.92027092417792,37.0
O75410,54.37881153362637,37.0
O75419,45.28435457589939,37.0
O75420,45.50608602825806,37.0
O75427,42.91466281721336,37.0
O75431,51.28060460851261,37.0
O75436,53.99409253497732,37.0
O75438,60.13163774810455,37.0
O75439,52.57756366448689,37.0
O75446,44.552672616640784,37.0
O75448,50.71568573962157,37.0
O75449,49.74058561103615,37.0
O75460,48.4268214628355,37.0
O75475,50.531414027596114,37.0
O75477,49.71699900932409,37.0
O75486,47.5960094895976,37.0
O75489,54.6806560770378,37.0
O75496,60.44829301216424,37.0
O75503,55.50436069514099,37.0
O75509,54.07263009633214,37.0
O75521,52.67943231217991,37.0
O75528,50.795104029278605,37.0
O75529,46.75646513444353,37.0
O75530,50.4678053837557,37.0
O75531,52.902655540421954,37.0
O75533,48.6906478575307,37.0
O75534,44.70179824948252,37.0
O75554,59.26273012204171,37.0
O75570,47.843504941795445,37.0
O75581,52.90168300981188,37.0
O75582,48.50672721240485,37.0
O75586,45.9653090106693,37.0
O75600,51.83877120943396,37.0
O75607,54.67093341305834,37.0
O75608,56.48085650342503,37.0
O75616,44.305078524655904,37.0
O75643,51.31582500877435,37.0
O75648,49.64598604916353,37.0
O75663,50.09159755206569,37.0
O75674,52.689473432383934,37.0
O75676,44.58794076265814,37.0
O75688,51.74324637473463,37.0
O75691,46.728878438016885,37.0
O75694,49.23649121613688,37.0
O75695,46.85047557611204,37.0
O75717,46.13112223019467,37.0
O75718,50.74136759956124,37.0
O75746,59.02729944863677,37.0
O75771,52.769237491882045,37.0
O75781,58.53714511871149,37.0
O75787,53.54237493865904,37.0
O75791,45.7058998699681,37.0
O75792,49.2248579516831,37.0
O75794,50.12062149750417,37.0
O75808,48.27382312366876,37.0
O75817,56.38248146222048,37.0
O75818,57.65975595548528,37.0
O75821,47.90101716762928,37.0
O75828,51.43868741730285,37.0
O75832,48.73232355865986,37.0
O75843,43.856994869126126,37.0
O75844,57.37747679346253,37.0
O75845,57.40763113908631,37.0
O75865,49.88371689735596,37.0
O75874,55.97393238968086,37.0
O75879,46.66374689561497,37.0
O75880,52.64662575908448,37.0
O75882,57.7620488492948,37.0
O75884,52.739939777111225,37.0
O75886,48.93175410391153,37.0
O75896,53.35185867938772,37.0
O75907,57.13406138144349,37.0
O75908,58.58437548410398,37.0
O75909,53.81925151158688,37.0
O75925,42.469352651332194,37.0
O75928,46.21479996383943,37.0
O75935,49.030352793233554,37.0
O75937,49.278137915389145,37.0
O75943,44.5410184741445,37.0
O75947,57.01328288654774,37.0
O75962,46.35215520941564,37.0
O75964,55.81033438772011,37.0
O75971,52.32046672986288,37.0
O75976,52.209359213093045,37.0
O75995,54.52637547037055,37.0
O76003,48.633621945551305,37.0
O76024,50.30782224126857,37.0
O76031,48.45243026354885,37.0
O76054,46.530191045360326,37.0
O76062,52.24121593278966,37.0
O76071,49.85385688082067,37.0
O76075,50.91766179460005,37.0
O76080,63.51213268152476,37.0
O76082,58.484720689307466,37.0
O76094,47.448040863360966,37.0
O76096,59.31076679476813,37.0
O77932,51.23927328582608,37.0
O94762,46.59448840834919,37.0
O94763,51.00034678063667,37.0
O94766,52.34165552670028,37.0
O94768,47.47287979533598,37.0
O94776,47.828593352620985,37.0
O94782,46.56444180720934,37.0
O94804,45.63866720718882,37.0
O94817,50.06047824523976,37.0
O94818,52.19671740676469,37.0
O94819,50.32540445067808,37.0
O94822,47.143372748990245,37.0
O94826,49.7402746116042,37.0
O94829,50.44547910748649,37.0
O94830,52.85436159947438,37.0
O94832,47.62551112654736,37.0
O94842,48.11104441870481,37.0
O94844,51.52243322940154,37.0
O94854,50.47728095345895,37.0
O94855,49.79774898046527,37.0
O94864,48.07629180236908,37.0
O94868,45.70508780530356,37.0
O94874,48.52689904472881,37.0
O94876,55.56210143964733,37.0
O94880,47.736181923106216,37.0
O94886,56.6643264980104,37.0
O94888,52.122158179783234,37.0
O94889,49.58526882532636,37.0
O94898,52.61926314541115,37.0
O94900,51.59985603267075,37.0
O94901,48.90429885981662,37.0
O94903,46.01414138076144,37.0
O94905,49.57442916795916,37.0
O94906,42.86670681621109,37.0
O94913,43.62345633073652,37.0
O94915,53.28739194952616,37.0
O94916,47.2157010414053,37.0
O94925,49.49184674510496,37.0
O94927,45.06658756388448,37.0
O94941,47.463624617458144,37.0
O94952,48.94958788967944,37.0
O94953,44.99045652189516,37.0
O94964,45.93971365563453,37.0
O94966,49.60951243733936,37.0
O94967,53.44099021660572,37.0
O94973,50.93498192907816,37.0
O94979,46.86410097110932,37.0
O94985,51.84218794924631,37.0
O94992,50.481786434701704,37.0
O95059,58.6793752840068,37.0
O95067,49.22397302671244,37.0
O95070,56.73737216372324,37.0
O95071,43.78401833251012,37.0
O95081,44.5436793223889,37.0
O95104,47.29583533661599,37.0
O95125,55.379444793650805,37.0
O95140,50.398199835788674,37.0
O95149,49.4629773622672,37.0
O95155,49.60900399325646,37.0
O95159,52.23519238159121,37.0
O95163,48.81837044784977,37.0
O95166,53.01396777521175,37.0
O95169,60.21131257644227,37.0
O95183,62.89357130215376,37.0
O95197,61.65542691661284,37.0
O95208,55.19740890949927,37.0
O95214,61.01201655945792,37.0
O95218,62.10469841722025,37.0
O95219,45.83173974529591,37.0
O95229,44.31579784317665,37.0
O95232,49.59781688492058,37.0
O95235,46.57582106822839,37.0
O95236,48.45697949535406,37.0
O95239,44.69565102450916,37.0
O95243,47.20047088400913,37.0
O95248,50.51774091551755,37.0
O95249,59.71176875601218,37.0
O95251,47.00605987669351,37.0
O95260,51.68444734073951,37.0
O95267,44.45830069433196,37.0
O95271,45.64858038626672,37.0
O95273,46.96916707426207,37.0
O95292,53.98582378472352,37.0
O95294,47.68971924531984,37.0
O95295,52.64392286679015,37.0
O95297,60.39625928007242,37.0
O95298,58.629867175369306,37.0
O95299,47.36343286719519,37.0
O95319,49.88509071142665,37.0
O95336,56.67760056829108,37.0
O95347,46.9554931050948,37.0
O95352,51.366405183751056,37.0
O95363,48.49188646922873,37.0
O95365,54.72549584303651,37.0
O95372,54.44234226665432,37.0
O95373,50.30976418447762,37.0
O95376,51.92488288459258,37.0
O95379,52.13340445357075,37.0
O95391,43.29717546872867,37.0
O95394,50.76892739912468,37.0
O95396,48.352418044584965,37.0
O95400,43.96531324153545,37.0
O95405,50.28001038921622,37.0
O95425,51.406233317122485,37.0
O95429,52.67361312574833,37.0
O95433,50.676038261363104,37.0
O95453,49.86304874584496,37.0
O95455,55.47985698352686,37.0
O95456,57.62859329738338,37.0
O95466,44.26693940752223,37.0
O95470,52.01544125986782,37.0
O95476,50.529476285384845,37.0
O95479,49.90094004820958,37.0
O95486,48.569736742676696,37.0
O95487,46.01390894125214,37.0
O95544,60.731001162490486,37.0
O95551,49.04820233556755,37.0
O95563,59.52801588992565,37.0
O95568,53.86079566544646,37.0
O95571,58.65738422569285,37.0
O95573,48.7679313391322,37.0
O95602,49.62302524696741,37.0
O95613,46.52622338246113,37.0
O95619,51.61509829653012,37.0
O95620,56.37038164423261,37.0
O95626,48.73943364325305,37.0
O95628,52.55997958233734,37.0
O95630,46.28949848357317,37.0
O95644,46.12776079760812,37.0
O95671,49.62429671064166,37.0
O95674,58.92023518284162,37.0
O95684,49.74480985426191,37.0
O95685,49.93807389808445,37.0
O95707,53.26922147371442,37.0
O95716,61.24397999999711,37.0
O95721,52.81747658157773,37.0
O95747,48.41219939528827,37.0
O95749,58.89732271118893,37.0
O95754,52.47475388351942,37.0
O95757,49.530451085937415,37.0
O95758,45.462755464444,37.0
O95759,46.38838491796618,37.0
O95772,56.789551213677335,37.0
O95777,64.04937945006537,37.0
O95782,51.0637389924858,37.0
O95786,45.46802855676445,37.0
O95793,53.97666449965021,37.0
O95801,48.14056822830192,37.0
O95807,59.9813582852328,37.0
O95817,59.746070084690594,37.0
O95819,50.547593270199975,37.0
O95822,53.75705760142409,37.0
O95825,57.70714972785953,37.0
O95834,53.58711071732915,37.0
O95835,43.522975060642864,37.0
O95848,58.58802685766509,37.0
O95858,59.721230384217584,37.0
O95861,59.41030586466936,37.0
O95864,48.49600915639228,37.0
O95865,55.713660398073074,37.0
O95870,50.76102029875352,37.0
O95881,50.94079608393345,37.0
O95886,50.11779449651049,37.0
O95905,49.706404636564166,37.0
O95980,61.10732081259832,37.0
O95983,46.721923675889926,37.0
O95989,56.75533158906844,37.0
O95997,53.07078171531288,37.0
O95999,47.238203996679125,37.0
O96000,51.6825882118896,37.0
O96005,51.338880682723,37.0
O96006,47.647059673596615,37.0
O96009,51.757328844818765,37.0
O96013,51.03352293126028,37.0
O96015,46.33061604071512,37.0
O96017,51.1361768734659,37.0
O96018,45.2990663729509,37.0
O96019,52.15911429947439,37.0
O96020,50.90270280041283,37.0
O96033,59.32168047873145,37.0
P00156,60.33654716434016,37.0
P00167,59.46003544751355,37.0
P00338,59.96291759765887,37.0
P00367,58.91895476614248,37.0
P00374,46.21075977007927,37.0
P00387,57.43594921891721,37.0
P00390,61.627754099664976,37.0
P00441,61.70598241856158,37.0
P00491,62.34552201816817,37.0
P00492,62.39133530182241,37.0
P00505,63.214565141121454,37.0
P00519,48.036356613069366,37.0
P00558,54.64423294364479,37.0
P00813,59.23068605153498,37.0
P00846,58.09099347505533,37.0
P00966,53.9536374842134,37.0
P01023,60.856907680647794,37.0
P01034,55.02799267032805,37.0
P01111,59.11812767091668,37.0
P01112,59.859091019895686,37.0
P01116,58.16176506359231,37.0
P01130,54.5838838874851,37.0
P01137,55.82484721610408,37.0
P01850,51.58054898004564,37.0
P02647,46.46230936231169,37.0
P02649,59.337903732643866,37.0
P02787,59.7630832524516,37.0
P02788,56.9036593640565,37.0
P02794,52.32032026849456,37.0
P02818,49.025369484665305,37.0
P03886,57.0185719818793,37.0
P03905,56.893948900293374,37.0
P03915,56.83120801763025,37.0
P03928,53.62106506182714,37.0
P04035,53.58170596407197,37.0
P04049,45.85703979344844,37.0
P04053,42.008293585847575,37.0
P04062,53.47725584853402,37.0
P04066,60.71799212682239,37.0
P04075,58.60998801880851,37.0
P04080,54.47239085686843,37.0
P04083,48.58294370974684,37.0
P04114,60.56428752435361,37.0
P04150,43.96931043129001,37.0
P04156,58.61853315733386,37.0
P04179,64.05793163958481,37.0
P04181,52.72602072351278,37.0
P04183,58.68918304911502,37.0
P04216,62.73273198903676,37.0
P04234,54.1160208340506,37.0
P04350,56.47216848026417,37.0
P04406,60.20518728381305,37.0
P04424,56.65007908032632,37.0
P04632,55.59746085299609,37.0
P04733,54.254788862645256,37.0
P04818,48.027345223257306,37.0
P04899,53.5587756503905,37.0
P04920,54.60511114766471,37.0
P05026,57.69326182990634,37.0
P05106,57.71514950815692,37.0
P05107,54.91299926123697,37.0
P05120,57.99547657525823,37.0
P05161,48.96117270194432,37.0
P05165,54.31227415623282,37.0
P05166,53.43375055029354,37.0
P05198,51.9535215679947,37.0
P05362,62.10977213213341,37.0
P05423,46.46503177260649,37.0
P05455,50.31517472499772,37.0
P05556,58.01361268315152,37.0
P05771,49.2287011295434,37.0
P06126,59.26358782457552,37.0
